String,Type,label,aug
Partnerships,Not Dark Pattern,0,0
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",Social Proof,1,0
Your order will be held for 09:45 minutes.,Urgency,1,1
Office Supplies & Decor,Not Dark Pattern,0,0
143 BOUGHT,Social Proof,1,0
Lack Of Color,Not Dark Pattern,0,0
There are red tops.,Not Dark Pattern,0,1
24 people currently interested,Social Proof,1,0
Pick the price that matches your budget. ,Not Dark Pattern,0,0
Availability: In Stock Hurry! Only 8 Left!,Scarcity,1,0
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Urgency,1,0
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",Social Proof,1,0
Product Feature,Not Dark Pattern,0,0
 Data Processor Privacy Policy: https://casalemedia.com/ ,Not Dark Pattern,0,0
436 users are currently active on our website Just now,Social Proof,1,0
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Social Proof,1,0
 V-neck Printed Loose Short-sleeved T-shirt ,Not Dark Pattern,0,0
 Low Maintenance Plants ,Not Dark Pattern,0,0
Crystal Lotus Sriyantras ,Not Dark Pattern,0,0
Your order is reserved for 09:35 minutes!,Urgency,1,0
"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",Not Dark Pattern,0,0
 EVO SP All EVO SP parts and accessories ,Not Dark Pattern,0,0
There are vacuum cleaners that are ducted.,Not Dark Pattern,0,1
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Social Proof,1,0
Bathroom Basins,Not Dark Pattern,0,0
The Softbox is Strip.,Not Dark Pattern,0,1
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Social Proof,1,0
Beach Towels and mats.,Not Dark Pattern,0,1
I would like to pay more later.,Misdirection,1,1
33 people are eyeing this item!,Social Proof,1,0
 to read up about,Not Dark Pattern,0,0
4 sold in last 5 hours,Social Proof,1,0
Mary Janes,Not Dark Pattern,0,0
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,Urgency,1,0
"No thanks, I'm not interested",Misdirection,1,0
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1,0
Less than 10 left!,Scarcity,1,0
Something went wrong. Please try again,Not Dark Pattern,0,0
Rainbow Li,Not Dark Pattern,0,0
 PopTop Refine by Product Type: PopTop ,Not Dark Pattern,0,0
"Wait, take 10% off your first order.",Urgency,1,1
"Only 3 left, order soon",Scarcity,1,0
Joybird Design House,Not Dark Pattern,0,0
"After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.",Not Dark Pattern,0,0
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",Social Proof,1,0
Reloading Tools,Not Dark Pattern,0,0
Looking for your order history?,Not Dark Pattern,0,0
 Circa Punches ,Not Dark Pattern,0,0
7 customers have this in their basket,Social Proof,1,0
There is a new in.,Not Dark Pattern,0,1
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Social Proof,1,0
8 people are looking at this artwork,Social Proof,1,0
Your order will be held for 09:58 minutes.,Urgency,1,1
There is a limited time offer on men's Chinos and 5-POCKET PANTS.,Urgency,1,1
Order without free membership $69.95,Misdirection,1,0
Download mobile app,Not Dark Pattern,0,0
It's called Nectar.,Not Dark Pattern,0,1
Prices subject to change without notice. Products shown may not be available in our stores.,Not Dark Pattern,0,0
I don't feel lucky,Misdirection,1,0
The sale ends in 9 hours.,Urgency,1,1
5338 people bought this,Social Proof,1,0
Only 5 Left,Scarcity,1,0
 Books About Indian Culture ,Not Dark Pattern,0,0
 Use a clean vase and clean water.,Not Dark Pattern,0,0
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,1,0
Should we remove the product?,Not Dark Pattern,0,1
Only 1 left in stock!,Scarcity,1,0
In Stock (8) Left,Scarcity,1,0
"1,142 people have added to cart recently",Social Proof,1,0
Select your size below and we'll email you if it comes back in stock!,Not Dark Pattern,0,0
Exterior Accessories,Not Dark Pattern,0,0
Boys Grey School Uniforms,Not Dark Pattern,0,0
 Read the FAQ ,Not Dark Pattern,0,0
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Urgency,1,0
166 people have added this item to cart,Social Proof,1,0
Only 16 Left in Stock!,Scarcity,1,0
I like paying full price.,Misdirection,1,1
 LOGO BLACK ,Not Dark Pattern,0,0
EU delivery and returns.,Not Dark Pattern,0,1
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0,0
 Menthol Flavors ,Not Dark Pattern,0,0
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,Misdirection,1,0
Your order will be held for 08:53 minutes.,Urgency,1,1
A healing crystal grid uses symmetry to send messages to the universe.,Not Dark Pattern,0,1
 Menu Search ,Not Dark Pattern,0,0
273 units sold in the last 30 days,Social Proof,1,0
"Plus, get free shipping on your first order!",Not Dark Pattern,0,0
HURRY! ONLY 2 LEFT!,Scarcity,1,0
Use the promo code sample20off to get 20% off.,Urgency,1,1
I don't want official software at the best price.,Misdirection,1,1
17 minutes is the time it takes for 1 day.,Urgency,1,1
"No, I'd rather do it the hard way...",Misdirection,1,0
LCD Ribbon Cables,Not Dark Pattern,0,0
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Urgency,1,0
Will sell out fast!,Scarcity,1,0
Only 7 in Stock!,Scarcity,1,0
"Howdy stranger, looks like your trail has hit a dead end.",Not Dark Pattern,0,0
"To add to Wishlist, please register or sign in.",Not Dark Pattern,0,0
ONLY 1 LEFT IN THIS SIZE,Scarcity,1,0
• Recommended to be used with Downy for better long lasting freshness ,Not Dark Pattern,0,0
My eBay should be expanded.,Not Dark Pattern,0,1
Embossing Powder,Not Dark Pattern,0,0
VIP OFFERS END 00:54:59,Urgency,1,0
2 people are viewing this,Social Proof,1,0
Items will be reserved in your cart for 19:10,Urgency,1,0
Do you not know pincode?,Not Dark Pattern,0,1
Only 867 left,Scarcity,1,0
Pay Securely with Trespass,Not Dark Pattern,0,0
 Screws & Other Fixings ,Not Dark Pattern,0,0
 Need Help Finding The Right Product? ,Not Dark Pattern,0,0
Events and Entertainment,Not Dark Pattern,0,0
I'd rather pay more.,Misdirection,1,1
There are crystal beads.,Not Dark Pattern,0,1
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",Not Dark Pattern,0,0
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,Not Dark Pattern,0,0
 SHIPPING INFO ,Not Dark Pattern,0,0
 For Wife ,Not Dark Pattern,0,0
 Loyalty Points ,Not Dark Pattern,0,0
Used Leica Cameras,Not Dark Pattern,0,0
Light blue regular fit shirt.,Not Dark Pattern,0,1
Scarves & Snoods,Not Dark Pattern,0,0
 Add to Wish List Add to Compare ,Not Dark Pattern,0,0
All of the parts and accessories of the EVOSP.,Not Dark Pattern,0,1
Do you want to add one of these?,Misdirection,1,1
North Carolina.,Not Dark Pattern,0,1
There is a bath Decor.,Not Dark Pattern,0,1
"Leah Rich in Louisville, United States purchased a",Social Proof,1,0
To command.,Not Dark Pattern,0,1
Save $200 on gloves.,Urgency,1,1
Are you going to remove the product?,Not Dark Pattern,0,1
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1,0
There are tube tops.,Not Dark Pattern,0,1
Want to add one of these?,Misdirection,1,0
Books and Stationery,Not Dark Pattern,0,0
Show Cart,Not Dark Pattern,0,0
Estimated VAT overview,Not Dark Pattern,0,0
4 SEATS LEFT,Scarcity,1,0
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,1,0
"No thanks, I'll pay full price",Misdirection,1,0
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Social Proof,1,0
Gift Wrapping Supplies,Not Dark Pattern,0,0
Kick those cravings,Not Dark Pattern,0,0
Vintage Fancy Red Bracelet Watch Women's,Not Dark Pattern,0,0
 Wife ,Not Dark Pattern,0,0
Recovery Best Sellers,Not Dark Pattern,0,0
The players that are hot right now.,Not Dark Pattern,0,1
The best Plus Size Briefs.,Not Dark Pattern,0,1
Candy Melts,Not Dark Pattern,0,0
Don't forget to check out our table display system.,Misdirection,1,1
161 people have seen this item.,Social Proof,1,1
(Only 1 Left),Scarcity,1,0
Your order is reserved for 07:28 minutes!,Urgency,1,0
Only 26 Left,Scarcity,1,0
The Skin Care for Incontinence is a Pick.,Not Dark Pattern,0,1
Engine Cooling System,Not Dark Pattern,0,0
View Alternatives,Not Dark Pattern,0,0
Don't forget to check out the table decoration system.,Misdirection,1,1
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1,0
Availability: Only 4 Left!,Scarcity,1,0
The hours are 37 minutes and 48 seconds.,Urgency,1,1
There are days left until the offer ends.,Urgency,1,1
The deal ends in 40:55:13.,Urgency,1,1
Heat Mats & Strips,Not Dark Pattern,0,0
"› New Year, New Kit Sale",Not Dark Pattern,0,0
 Personalised Gifts ,Not Dark Pattern,0,0
I don't like exclusive deals.,Misdirection,1,1
 Temple Locks ,Not Dark Pattern,0,0
Ribbons,Not Dark Pattern,0,0
You will receive a 10-Function Bullet Vibe for free.,Misdirection,1,1
We don't accept orders from outside of the UK.,Not Dark Pattern,0,1
There is a limited time left.,Urgency,1,1
The cart will be gone in 04:53 minutes.,Urgency,1,1
Hurry only 2 left,Scarcity,1,0
Hydration,Not Dark Pattern,0,0
Baby boys shoes and accessories.,Not Dark Pattern,0,1
 Glows In The Dark ,Not Dark Pattern,0,0
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",Not Dark Pattern,0,0
2 LEFT,Scarcity,1,0
Protection Filters,Not Dark Pattern,0,0
"Within 0:30:00, you're activated.",Urgency,1,1
Only 1 left in stock.,Scarcity,1,0
"Love and loss, friendship and pain are covered.",Not Dark Pattern,0,1
There is a flowers question.,Not Dark Pattern,0,1
The person just bought a house near Princeton.,Social Proof,1,1
The Y-Adapter is recommended for TRRS jacks.,Misdirection,1,1
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof,1,0
There are BMW remotes.,Not Dark Pattern,0,1
Free patterns for sewing.,Not Dark Pattern,0,1
Music.,Not Dark Pattern,0,1
16 recently purchased it.,Social Proof,1,0
1 day,Urgency,1,1
ONLY 11 LEFT,Scarcity,1,0
There are features in the Accessibly App.,Not Dark Pattern,0,1
"Gifts such as flowers, cakes, plants, etc.",Not Dark Pattern,0,1
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Urgency,1,0
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0,0
 Latest looks from Myleene Klass Shop now ,Not Dark Pattern,0,0
 WANNA COLLAB? ,Not Dark Pattern,0,0
" -- Preeti Shenoy, author of THE RULE BREAKERS",Not Dark Pattern,0,0
Purchase entitles you to a special.,Misdirection,1,1
about us,Not Dark Pattern,0,0
"Enter the code ""CASES"" at the checkout to get 10% off.",Urgency,1,1
Sale ends soon:,Urgency,1,0
There is a Cosmic Mansion.,Not Dark Pattern,0,1
Influencer Program,Not Dark Pattern,0,0
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,1,0
Select Occasion close,Not Dark Pattern,0,0
Your order will be held for 09:35 minutes.,Urgency,1,1
Baby Girl Shoes,Not Dark Pattern,0,0
There are shoes and clothing.,Not Dark Pattern,0,1
The sale ends when the timer hits zero.,Urgency,1,1
 Ladies Flower Print Casual Fashion Dress ,Not Dark Pattern,0,0
 Cat's Eye Beads ,Not Dark Pattern,0,0
The customer also did some shopping.,Misdirection,1,1
 Hairy Chest T-Shirt And Shorts Combo ,Not Dark Pattern,0,0
Add your favourites to cart,Not Dark Pattern,0,0
I don't like cool stuff.,Misdirection,1,1
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1,0
Point & Shoots,Not Dark Pattern,0,0
 Netherlands Antilles USD,Not Dark Pattern,0,0
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,0
Material: Made with Cordura fabric,Not Dark Pattern,0,0
The sales ends in a few days.,Urgency,1,1
92 customers bought this in the last 48 hours,Social Proof,1,0
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1,0
Recent searches,Not Dark Pattern,0,0
Don't be left out.,Not Dark Pattern,0,1
"40% off everything, plus free shipping over 80 miles.",Urgency,1,1
Hurry! Only 1 Pair left!,Scarcity,1,0
Baby Bathtubs,Not Dark Pattern,0,0
"Edwin in Woodland Park, NJ just bought",Social Proof,1,0
There is an interactive tent finder.,Not Dark Pattern,0,1
167 piece(s) left for this promo,Scarcity,1,0
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",Not Dark Pattern,0,0
I'm not interested in saving money.,Misdirection,1,1
"In the last few hours, 62 people have looked at this item.",Social Proof,1,1
Follow us on social media for more inspiration and styling tips.,Not Dark Pattern,0,1
 Irwin ,Not Dark Pattern,0,0
Beeketing says that the sales ends in days.,Urgency,1,1
"Son in Suisun City, United States purchased Commander Lex",Social Proof,1,0
Huge offers! 80% off everything.,Urgency,1,1
Packed with Super Citrimax,Not Dark Pattern,0,0
Was the product description useful?,Not Dark Pattern,0,1
 Why buy from us ,Not Dark Pattern,0,0
105 pawrents are buying for their furkids now!,Social Proof,1,0
Limited Time Offer: 10% Off your first order!,Urgency,1,0
Hurry! Only 4 left in stock.,Scarcity,1,0
Traditional Snacks,Not Dark Pattern,0,0
Light Works,Not Dark Pattern,0,0
Stay in the Know,Not Dark Pattern,0,0
It's hydration.,Not Dark Pattern,0,1
96 ITEM(S) LEFT IN STOCK!,Scarcity,1,0
異業合作 Cooperation,Not Dark Pattern,0,0
 Home / Black Tapered Belted Cigarette Trousers - Myasia ,Not Dark Pattern,0,0
Wallets ,Not Dark Pattern,0,0
 Plastic ,Not Dark Pattern,0,0
only 2 left!,Scarcity,1,0
Save 20% on lighting by Le Klint.,Urgency,1,1
I don't like to save.,Misdirection,1,1
 Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy ,Not Dark Pattern,0,0
"Bobby in Decatur, United States just purchased",Social Proof,1,0
Pro Boost Treatments,Not Dark Pattern,0,0
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,1,0
Only 13 left!,Scarcity,1,0
 read you will want to read -- Five Book Group Favourites * Sunday Post *,Not Dark Pattern,0,0
02:06:40 left to buy,Urgency,1,0
Order by these dates to get it by Valentine's Day.*,Not Dark Pattern,0,0
View All Apartment,Not Dark Pattern,0,0
There are punches.,Not Dark Pattern,0,1
There is a jewelry care kit.,Not Dark Pattern,0,1
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1,0
"No thanks, I’d rather pay more",Misdirection,1,0
"No thanks, I don't like winning.",Misdirection,1,0
"Immediately after payment, use the domain.",Not Dark Pattern,0,1
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,1,0
3 days ago,Urgency,1,1
Only 1 item left,Scarcity,1,0
Covered all grays,Not Dark Pattern,0,0
6 customers have this in their basket,Social Proof,1,0
How/why the homepage uses cookies,Not Dark Pattern,0,0
"They look really good with my brown eyes, and they look pretty natural.",Not Dark Pattern,0,0
31 have it in their cart,Social Proof,1,0
Only 9 left!,Scarcity,1,0
Adjustable Cuffs With Inner Knitted Cuff,Not Dark Pattern,0,0
Victoria Victoria Beckham,Not Dark Pattern,0,0
There is a Medium GreyLogan T-Shirt Jersey Comforter and Sham Set.,Not Dark Pattern,0,1
 Gold Refine by Color: Gold ,Not Dark Pattern,0,0
I would rather pay full price.,Misdirection,1,1
No thanks. I love chaos!,Misdirection,1,0
only 1 in stock,Scarcity,1,0
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),Urgency,1,0
Low Stock! Only 3 left.,Scarcity,1,0
Someone in Spain purchased,Social Proof,1,0
Tretorn,Not Dark Pattern,0,0
10 days history with a 1-year care subscription.,Misdirection,1,1
There are rompers and jumpsuits for baby boys.,Not Dark Pattern,0,1
Only 3 Left!,Scarcity,1,0
" to resolve the issue, or ",Not Dark Pattern,0,0
"About an hour ago, Natalie in Graham, United States purchased a free BTS Answer Magic Pillow.",Social Proof,1,1
"Now 20% off, hurry limited time offer!",Urgency,1,0
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,1,0
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1,0
The jeans are cropped.,Not Dark Pattern,0,1
Competitor Price: $172.00,Misdirection,1,0
Other Applications,Not Dark Pattern,0,0
We have 1 left in stock,Scarcity,1,0
38 people are viewing this,Social Proof,1,0
Polycarbonate,Not Dark Pattern,0,0
 help@postergully.com,Not Dark Pattern,0,0
There is a log in and a register.,Misdirection,1,1
Kinky Curly Wigs,Not Dark Pattern,0,0
"Order now, only 2 left in stock!",Scarcity,1,0
Terrarium Light Canopies,Not Dark Pattern,0,0
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,0
We curate the very best in creative and innovative fashion for the EDM Lifestyle. ,Not Dark Pattern,0,0
It is guaranteed to be authentic.,Not Dark Pattern,0,1
Code of Conduct,Not Dark Pattern,0,0
Sriyantras is a crystal Lotus.,Not Dark Pattern,0,1
 mens long sleeve organic shirt ,Not Dark Pattern,0,0
- +,Not Dark Pattern,0,0
Signup for email updates from Car and Truck Remotes!,Not Dark Pattern,0,0
 Brushes + Tools ,Not Dark Pattern,0,0
NRA Whittington Center Store,Not Dark Pattern,0,0
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. ,Not Dark Pattern,0,0
Work With More Buyers And Sellers?,Not Dark Pattern,0,0
Save 20% on your first order by entering your email.,Urgency,1,1
Last one available,Scarcity,1,0
Recommended,Not Dark Pattern,0,0
HURRY ONLY 1 ITEM LEFT!,Scarcity,1,0
Custom Women's Apparel,Not Dark Pattern,0,0
"No Thanks, I don't want official software at the best price.",Misdirection,1,0
Buy with humm.,Not Dark Pattern,0,0
 adidas Originals Stan Smith ,Not Dark Pattern,0,0
NO THANKS,Misdirection,1,0
ONLY 14 LEFT AT THIS PRICE,Scarcity,1,0
· Physical Healing,Not Dark Pattern,0,0
Hurry up! Only 4 left in stock,Scarcity,1,0
Watch how its done,Not Dark Pattern,0,0
Women's ApparelCollection ,Not Dark Pattern,0,0
This is how you can reject or delete your cookies,Not Dark Pattern,0,0
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Misdirection,1,0
"No Thanks, I Don't Like Exclusive Offers.",Misdirection,1,0
I don't like coupons.,Misdirection,1,1
 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse ,Not Dark Pattern,0,0
Allow All,Not Dark Pattern,0,0
What is a cookie?,Not Dark Pattern,0,0
25% off ends in the first day of the new year.,Urgency,1,1
Search for similiar products,Not Dark Pattern,0,0
Trowels & Putty Knife,Not Dark Pattern,0,0
 Flex Mount ,Not Dark Pattern,0,0
xB Remotes,Not Dark Pattern,0,0
It's Fave x GrabPay.,Not Dark Pattern,0,1
 PopGrip MagSafe Refine by Product Type: PopGrip MagSafe ,Not Dark Pattern,0,0
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",Not Dark Pattern,0,0
Riding culture is motoin.,Not Dark Pattern,0,1
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Social Proof,1,0
Get 15% off with subscribe and save.,Misdirection,1,1
Your order is reserved for 09:57 minutes!,Urgency,1,0
 Accessories Collection ,Not Dark Pattern,0,0
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",Not Dark Pattern,0,0
 ALL SALE ,Not Dark Pattern,0,0
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",Scarcity,1,0
Someone in Cashmere bought a Timing Belt Kit.,Social Proof,1,1
Only a limited time.,Urgency,1,1
The Finisher T-Shirt was bought by Sayeeganesh in Chennai.,Social Proof,1,1
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Social Proof,1,0
Case Material,Not Dark Pattern,0,0
 ₪ ILS ,Not Dark Pattern,0,0
Hair Tools,Not Dark Pattern,0,0
Oxfords & Loafers,Not Dark Pattern,0,0
ONLY A FEW LEFT!,Scarcity,1,0
Sales end in a few days.,Urgency,1,1
ONLY 5 LEFT IN STOCK!,Scarcity,1,0
[new-troh-pick],Not Dark Pattern,0,0
Whoops! ,Not Dark Pattern,0,0
Golf Remotes,Not Dark Pattern,0,0
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,Urgency,1,0
ONLY 5 LEFT IN STOCK,Scarcity,1,0
 sales@scandinavianoutdoor.com ,Not Dark Pattern,0,0
"When the timer hits zero, the sale ends.",Urgency,1,1
Certified Face Masks,Not Dark Pattern,0,0
Limited Time Promo $194.00,Urgency,1,0
57 people have looked at it.,Social Proof,1,1
"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",Not Dark Pattern,0,0
 Box Springs & Foundations,Not Dark Pattern,0,0
Awntech New Yorker Window/Entry Slope Awnin ...,Not Dark Pattern,0,0
"If you don't want to receive updates on new products and offers from New Balance, please tick this box.",Misdirection,1,1
 Fashion Floral Short Sleeve Dress ,Not Dark Pattern,0,0
Spring Sale Extended,Urgency,1,0
 Shoe Care ,Not Dark Pattern,0,0
Only 2 items left,Scarcity,1,0
Limited stock Only 2 left,Scarcity,1,0
Musical Toys,Not Dark Pattern,0,0
I'll Shop Without A Discount,Misdirection,1,0
This size has only 1 left in stock,Scarcity,1,0
You're missing out on these deals with the item in your cart.,Misdirection,1,1
 Add to Cart ,Not Dark Pattern,0,0
Performance Cookies,Not Dark Pattern,0,0
You can contact support.,Not Dark Pattern,0,1
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Urgency,1,0
Feedback,Not Dark Pattern,0,0
Only 11 Left In Stock,Scarcity,1,0
Coin Necklace ,Not Dark Pattern,0,0
"For a limited time, there is free shipping.",Urgency,1,1
Is there one of these hot sellers?,Misdirection,1,1
Privacy policy for newsletter signup.,Not Dark Pattern,0,1
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0,0
I don't like getting free stuff.,Misdirection,1,1
Only 2 items left in stock.,Scarcity,1,0
Only a few left,Scarcity,1,0
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Social Proof,1,0
 Summer Casual Printed Loosen Short Sleeve T-Shirt ,Not Dark Pattern,0,0
There are two free weights and 30% off with the promo code.,Misdirection,1,1
24 sold in last 24 hours.,Social Proof,1,0
"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. ",Not Dark Pattern,0,0
"I want to start shopping, but I don't want to get daily email notifications about your amazing discounts on luxury brands.",Misdirection,1,1
 Motocross Boots ,Not Dark Pattern,0,0
Creators' Council,Not Dark Pattern,0,0
Gifts By Price,Not Dark Pattern,0,0
Muc-Off,Not Dark Pattern,0,0
Free Shipping*,Not Dark Pattern,0,0
Warm Tips,Not Dark Pattern,0,0
Jewelry and Watches,Not Dark Pattern,0,0
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,1,0
Personalize your doll,Misdirection,1,0
Colors,Not Dark Pattern,0,0
"When you check out with more than one item, a 50% discount will be applied to the lowest priced item in your cart.",Misdirection,1,1
Protect your sofa with Castelan Fabric Protection and it will look great!,Misdirection,1,1
Price Guaranteed For DAYS/HRS/MINS/SECS,Urgency,1,0
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",Not Dark Pattern,0,0
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Urgency,1,0
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1,0
There are books and stationery.,Not Dark Pattern,0,1
Specs,Not Dark Pattern,0,0
You can save 15% by signing up.,Misdirection,1,1
Sign up to stay up to date on all White Cloud news and savings!,Not Dark Pattern,0,0
 Email Address ,Not Dark Pattern,0,0
Let's make sure you have everything else you need,Misdirection,1,0
This offer is only VALID if you add to cart now!,Misdirection,1,0
Any marketplace can be powered by Landofcoder.,Not Dark Pattern,0,1
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,Not Dark Pattern,0,0
7 users have looked at this product.,Social Proof,1,1
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,Not Dark Pattern,0,0
 This is a green tea without the bitterness. ,Not Dark Pattern,0,0
3 people are looking at this item right now,Social Proof,1,0
WARNING! Only 5 left in stock!,Scarcity,1,0
Limited Time Offer!,Urgency,1,0
"If you would like to receive promotional offers from selected third parties, tick here if you don't want to receive promotional offers by post.",Misdirection,1,1
1044 sold in past 12 months,Social Proof,1,0
2 people are looking at this listing now,Social Proof,1,0
ONLY 13 LEFT,Scarcity,1,0
There is a 60% off sale that ends in hours.,Urgency,1,1
Cropped Jeans,Not Dark Pattern,0,0
"Customize your phone with hundreds of grips, cases, wallets, and more.",Not Dark Pattern,0,0
 SAA Oil & Acrylic Brushes ,Not Dark Pattern,0,0
"You can get 2 suit packages for $1100 if you shop suits, shirts and ties.",Misdirection,1,1
Your cart is not going to be used for long.,Urgency,1,1
Black Jeans,Not Dark Pattern,0,0
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Misdirection,1,0
There is a Facebook icon.,Not Dark Pattern,0,1
Carports & Garages,Not Dark Pattern,0,0
All parts can be viewed.,Not Dark Pattern,0,1
"No thanks, I don't want any deals",Misdirection,1,0
Follow us on social media to get more inspiration and styling tips.,Not Dark Pattern,0,1
There is necessary protection.,Misdirection,1,1
You can download now.,Not Dark Pattern,0,1
Customers bought as well.,Misdirection,1,1
Add on something to make it extra special!,Misdirection,1,0
1 LEFT IN THIS SIZE,Scarcity,1,0
 PHX Mercury ,Not Dark Pattern,0,0
Hurry! Only 2 left,Scarcity,1,0
Lip Balms & Treatments,Not Dark Pattern,0,0
"No Thanks, I don't want a discount",Misdirection,1,0
It should be extra special if you add on something.,Misdirection,1,1
 Related Categories ,Not Dark Pattern,0,0
Hurry! Limited Quantity Available.,Scarcity,1,0
We only have few stocks left for this product. Please don't miss the chance.,Scarcity,1,0
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Social Proof,1,0
 Sweats ,Not Dark Pattern,0,0
