String,Type,label,predicate
Your order will be reserved for 6:56 minutes.,Urgency,1,Countdown Timers
Price Guaranteed For DAYS/HRS/MINS/SECS,Urgency,1,Countdown Timers
4 days 05:46:20,Urgency,1,Countdown Timers
"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",Not Dark Pattern,0,None
33 sold in last 12 hours.,Social Proof,1,Activity Notifications
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1,Countdown Timers
Product Tagline,Not Dark Pattern,0,None
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,1,Activity Notifications
OUR BEST SELLING GOGGLE,Misdirection,1,Pressured Selling
"No thanks, I'm not interested",Misdirection,1,Confirmshaming
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1,Pressured Selling
Spin to unlock your mystery offer,Misdirection,1,Trick Questions
Limited time - Free Shipping on all orders*,Urgency,1,Limited-time Messages
Clarity Remotes,Not Dark Pattern,0,None
Order by these dates to get it by Valentine's Day.*,Not Dark Pattern,0,None
17 people have added this item to cart,Social Proof,1,Activity Notifications
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,1,Activity Notifications
"HURRY, ONLY 1 LEFT!",Scarcity,1,Low-stock Messages
 Shop All Men's Boots ,Not Dark Pattern,0,None
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,1,Countdown Timers
new merch coming soon,Not Dark Pattern,0,None
"[NO THANKS, I'LL JUST WALK]",Misdirection,1,Confirmshaming
People also buy this with,Misdirection,1,Pressured Selling
"After trying several other shades of red, I’ve tried this one and just love it. It is the perfect shade of brown with beautiful red highlights, very rich color, and very beautiful.",Not Dark Pattern,0,None
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Urgency,1,Countdown Timers
Work With More Buyers And Sellers?,Not Dark Pattern,0,None
Over 500 left in stock,Scarcity,1,Low-stock Messages
lego harry potter,Not Dark Pattern,0,None
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,1,Activity Notifications
clear text ,Not Dark Pattern,0,None
 New Arrivals,Not Dark Pattern,0,None
I'll Shop Without A Discount,Misdirection,1,Confirmshaming
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,Trick Questions
Christmas Craft Ideas,Not Dark Pattern,0,None
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,1,Activity Notifications
"No Thanks, I don't want official software at the best price.",Misdirection,1,Confirmshaming
Personalize your doll,Misdirection,1,Trick Questions
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,1,Activity Notifications
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof,1,Activity Notifications
Checkout within 04:10 so we don't run out of stock!,Urgency,1,Countdown Timers
 WANNA COLLAB? ,Not Dark Pattern,0,None
There are only 1 item left in stock.,Scarcity,1,Low-stock Messages
 Related Categories ,Not Dark Pattern,0,None
 Tracksuit,Not Dark Pattern,0,None
Bob's Outreach ,Not Dark Pattern,0,None
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,1,Countdown Timers
Flowers Trivia:,Not Dark Pattern,0,None
"Leah Rich in Louisville, United States purchased a",Social Proof,1,Activity Notifications
1626 people seeing this product right now,Social Proof,1,Activity Notifications
Only 9 left!,Scarcity,1,Low-stock Messages
39 people have this in their cart,Social Proof,1,Activity Notifications
"Michael in Pontiac, United States purchased a  ",Social Proof,1,Activity Notifications
Icon MTB Socks - Black/Green,Not Dark Pattern,0,None
43 added to bag in the last 48hrs,Social Proof,1,Activity Notifications
Viewed 744 times today,Social Proof,1,Activity Notifications
1 item left,Scarcity,1,Low-stock Messages
"no thanks, I don't like to save",Misdirection,1,Confirmshaming
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",Social Proof,1,Activity Notifications
Trending now! Added to basket 490 times today,Social Proof,1,Activity Notifications
Hurry! Only 7 left in stock.,Scarcity,1,Low-stock Messages
 Data Processor: Amobee ,Not Dark Pattern,0,None
About Cheryl's Business Gifts,Not Dark Pattern,0,None
"No Thanks, I rather pay full price",Misdirection,1,Confirmshaming
Limited time - final price reflects extra 29% off,Urgency,1,Limited-time Messages
Shop By Fabric,Not Dark Pattern,0,None
Call It Spring,Not Dark Pattern,0,None
Moroccan Rugs,Not Dark Pattern,0,None
 Mixed Media ,Not Dark Pattern,0,None
"Great prices, professional customer services",Not Dark Pattern,0,None
Golf Shop,Not Dark Pattern,0,None
SRX Remotes,Not Dark Pattern,0,None
Only 2 left,Scarcity,1,Low-stock Messages
We have 1 left in stock,Scarcity,1,Low-stock Messages
People also buy this with,Misdirection,1,Pressured Selling
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Social Proof,1,Activity Notifications
Only 3 left in stock.,Scarcity,1,Low-stock Messages
Limited Time Offer!,Urgency,1,Limited-time Messages
only 2 left,Scarcity,1,Low-stock Messages
LIMITED TIME DEAL!,Urgency,1,Limited-time Messages
"No thanks, I don't like deals.",Misdirection,1,Confirmshaming
 Payment Methods ,Not Dark Pattern,0,None
Only 8 left in stock,Scarcity,1,Low-stock Messages
 Synthesis Alloy Collection ,Not Dark Pattern,0,None
Limited Time,Urgency,1,Limited-time Messages
Adjustable Cuffs With Inner Knitted Cuff,Not Dark Pattern,0,None
Low in stock: only 2 left.,Scarcity,1,Low-stock Messages
HURRY! ONLY 1 IN STOCK!,Scarcity,1,Low-stock Messages
Only 1 Left,Scarcity,1,Low-stock Messages
339 users are currently active on our website,Social Proof,1,Activity Notifications
"NO THANKS, I'D RATHER PAY FULL PRICE",Misdirection,1,Confirmshaming
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",Social Proof,1,Activity Notifications
Chatting,Not Dark Pattern,0,None
6 people have looked at this in the last few hrs.,Social Proof,1,Activity Notifications
POPULAR 62 others checked this out in the last few hours.,Social Proof,1,Activity Notifications
"Son in Suisun City, United States purchased Commander Lex",Social Proof,1,Activity Notifications
Shop Disposables,Not Dark Pattern,0,None
Only 1 Left,Scarcity,1,Low-stock Messages
Great choice!,Not Dark Pattern,0,None
Barbour International,Not Dark Pattern,0,None
Only 1 left,Scarcity,1,Low-stock Messages
Cart will expire in 04:53 minutes!,Urgency,1,Countdown Timers
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,1,Activity Notifications
"6,743 people have viewed recently",Social Proof,1,Activity Notifications
Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,Social Proof,1,Activity Notifications
"No, I don't want a discount",Misdirection,1,Confirmshaming
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Urgency,1,Limited-time Messages
"Hurry! Sale Ends In:

02:59:50",Urgency,1,Countdown Timers
"No thanks, I don't like FREE stuff.",Misdirection,1,Confirmshaming
Orthopedic,Not Dark Pattern,0,None
Only 1 left in stock,Scarcity,1,Low-stock Messages
Mom & Baby,Not Dark Pattern,0,None
Your order is reserved for 09:35 minutes!,Urgency,1,Countdown Timers
Womens Plaid Clothing,Not Dark Pattern,0,None
 Brass Shankh ,Not Dark Pattern,0,None
50% OFF for Limited Time Only!!!,Urgency,1,Limited-time Messages
Browse by A-Z,Not Dark Pattern,0,None
Only 32 left in stock,Scarcity,1,Low-stock Messages
00 HRS 57 MINS 56 SECS,Urgency,1,Countdown Timers
4 sold in last 5 hours,Social Proof,1,Activity Notifications
Compare at,Misdirection,1,Trick Questions
"NO THANKS, I DON'T WANT TO SAVE",Misdirection,1,Confirmshaming
"No thanks, I don't want the free gift.",Misdirection,1,Confirmshaming
"Don't snooze, only 1 left",Scarcity,1,Low-stock Messages
3642 BOUGHT,Social Proof,1,Activity Notifications
$132.90 $99.00,Misdirection,1,Pressured Selling
"Hurry, Only 4 Left In Stock. Buy Now!",Scarcity,1,Low-stock Messages
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Social Proof,1,Activity Notifications
"No, I'd rather pay full price.",Misdirection,1,Confirmshaming
"No, I'd rather do it the hard way...",Misdirection,1,Confirmshaming
"Hurry, Limited Time Offer! 11:25",Urgency,1,Countdown Timers
2 left in stock,Scarcity,1,Low-stock Messages
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,Trick Questions
Power Button Covers,Not Dark Pattern,0,None
 adidas Originals Stan Smith ,Not Dark Pattern,0,None
+ Performance Cookies,Not Dark Pattern,0,None
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Social Proof,1,Activity Notifications
SAVE $200 OFF PUFFY,Urgency,1,Limited-time Messages
Kimberly R.,Not Dark Pattern,0,None
Nursing chairs,Not Dark Pattern,0,None
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero.,Urgency,1,Countdown Timers
"Hurry, this style is selling fast!",Scarcity,1,High-demand Messages
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,1,Countdown Timers
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1,Confirmshaming
Natural Backgrounds,Not Dark Pattern,0,None
Only 8 left in stock,Scarcity,1,Low-stock Messages
Decades Shop,Not Dark Pattern,0,None
2 left in stock,Scarcity,1,Low-stock Messages
LightInTheBox 掲載記事,Not Dark Pattern,0,None
Your order is reserved for 29:52 minutes!,Urgency,1,Countdown Timers
Only 9 left!,Scarcity,1,Low-stock Messages
SLEEP EVENT OFFERS - LIMITED TIME ONLY,Urgency,1,Limited-time Messages
"No thanks, I hate saving money",Misdirection,1,Confirmshaming
New In Bottoms,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Back by Demand,Not Dark Pattern,0,None
Your shopping cart is empty.,Not Dark Pattern,0,None
OUR BEST SELLING GOGGLE,Misdirection,1,Pressured Selling
Speed Lace Accessory Kit - Orange,Not Dark Pattern,0,None
Submitted by Fermin Larracilla Pérez,Not Dark Pattern,0,None
3 other people are currently viewing this item.,Social Proof,1,Activity Notifications
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Social Proof,1,Activity Notifications
 Riding Culture Neue Lifestyle-Marke bei motoin ,Not Dark Pattern,0,None
Order in 13:16 to get $200 off your mattress,Urgency,1,Countdown Timers
No I don't feel lucky,Misdirection,1,Confirmshaming
31 have it in their cart,Social Proof,1,Activity Notifications
Hurry! Only 1 left in stock,Scarcity,1,Low-stock Messages
Collegiate Shooting Programs,Not Dark Pattern,0,None
only 2 left,Scarcity,1,Low-stock Messages
"NO, THANKS. I DON'T LIKE DISCOUNTS ",Misdirection,1,Confirmshaming
OFFER ENDS: 09h: 09m: 55s: 0 ,Urgency,1,Countdown Timers
228 People Have Viewed This Product Recently!,Social Proof,1,Activity Notifications
"no thanks, I hate fun & games",Misdirection,1,Confirmshaming
Wait! Take 10% off Your First Order Deal Expires Soon!,Urgency,1,Limited-time Messages
8 customers have bought today,Social Proof,1,Activity Notifications
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,Scarcity,1,High-demand Messages
"No, I don't feel lucky",Misdirection,1,Confirmshaming
" -- Preeti Shenoy, author of THE RULE BREAKERS",Not Dark Pattern,0,None
"Hurry! Sale Ends In:

02:59:50",Urgency,1,Countdown Timers
Bath Decor,Not Dark Pattern,0,None
 World of Sweats ,Not Dark Pattern,0,None
Bearded Dragon Substrates,Not Dark Pattern,0,None
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Misdirection,1,Confirmshaming
No I don't feel lucky,Misdirection,1,Confirmshaming
Colors,Not Dark Pattern,0,None
5 items left,Scarcity,1,Low-stock Messages
"No Thanks, I don't like exclusive deals.",Misdirection,1,Confirmshaming
71 people have purchased this item,Social Proof,1,Activity Notifications
Only 9 items left!,Scarcity,1,Low-stock Messages
"For any other inquiries, Click here",Not Dark Pattern,0,None
Only 3 left in stock,Scarcity,1,Low-stock Messages
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,Pressured Selling
HAUTELOOK 04:53,Urgency,1,Countdown Timers
Offer ends 0Hours:04Minutes:46Seconds,Urgency,1,Countdown Timers
Personalize your doll,Misdirection,1,Trick Questions
Spring Sale Extended,Urgency,1,Limited-time Messages
 Exclusive offers & discounts for club members via email ,Not Dark Pattern,0,None
no offer.,Urgency,1,Limited-time Messages
Accessibly App features,Not Dark Pattern,0,None
 Summer Simple Breathable Socks ,Not Dark Pattern,0,None
Shop now. Pay later. Always interest-free,Not Dark Pattern,0,None
ONLY 4 LEFT!,Scarcity,1,Low-stock Messages
"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",Not Dark Pattern,0,None
"No, thanks. I don't like great deals.",Misdirection,1,Confirmshaming
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,1,Activity Notifications
Real time 30 Visitor right now,Social Proof,1,Activity Notifications
Value of Product,Not Dark Pattern,0,None
 Space Heaters & Workshop Heaters ,Not Dark Pattern,0,None
Returns Information,Not Dark Pattern,0,None
Limited Time Offer!,Urgency,1,Limited-time Messages
 Moonstone Beads ,Not Dark Pattern,0,None
Protect Your Gear,Misdirection,1,Pressured Selling
We're offline,Not Dark Pattern,0,None
"No thanks, I dont want a discount",Misdirection,1,Confirmshaming
STAY IN THE LOOP!,Not Dark Pattern,0,None
BSA FAC Air Rifles,Not Dark Pattern,0,None
Spin to unlock your mystery offer,Misdirection,1,Trick Questions
non - final price reflects extra 29% off,Urgency,1,Limited-time Messages
"An item you ordered is in high demand. No worries, we have reserved your order.",Scarcity,1,High-demand Messages
Yaris Remotes,Not Dark Pattern,0,None
"No Thanks, I Prefer Paying Full Price.",Misdirection,1,Confirmshaming
LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,Misdirection,1,Pressured Selling
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Spring Styles ,Not Dark Pattern,0,None
Boys Grey School Uniforms,Not Dark Pattern,0,None
Cart will expire in 08:19 minutes!,Urgency,1,Countdown Timers
"NO, I'LL PAY FULL PRICE",Misdirection,1,Confirmshaming
ONLY 14 LEFT AT THIS PRICE,Scarcity,1,Low-stock Messages
Scarves & Snoods,Not Dark Pattern,0,None
NEED ADDITIONAL HELP?,Not Dark Pattern,0,None
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Urgency,1,Limited-time Messages
Don't miss out! We've sold 38 in the last few days.,Social Proof,1,Activity Notifications
Limited time offer,Urgency,1,Limited-time Messages
The Hoop Destination. Discover more,Not Dark Pattern,0,None
Massive Tax Time Sale See Discounts. Sale ends in,Urgency,1,Limited-time Messages
"NO, I'D RATHER PAY FULL PRICE",Misdirection,1,Confirmshaming
HOT PRODUCT Over 250 people are looking at this item.,Social Proof,1,Activity Notifications
Looking for your order history?,Not Dark Pattern,0,None
Light Works,Not Dark Pattern,0,None
Items in your cart are in high demand. But we have reserved your order.,Scarcity,1,High-demand Messages
 All Shoes ,Not Dark Pattern,0,None
limited availability at this price!,Scarcity,1,Low-stock Messages
 Lens Manual Washer ,Not Dark Pattern,0,None
Facebook icon,Not Dark Pattern,0,None
 Subscribe To Us Subscribe ,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
ADD FOR BETTER RESULTS,Misdirection,1,Pressured Selling
Sale Womens Clothing,Not Dark Pattern,0,None
HIGH DEMAND,Scarcity,1,High-demand Messages
5 Viewing This Product,Social Proof,1,Activity Notifications
 View All Shoes ,Not Dark Pattern,0,None
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,1,Countdown Timers
 PG Picks: Skin Care for Incontinence ,Not Dark Pattern,0,None
218 people have added this item to cart,Social Proof,1,Activity Notifications
LIMITED TIME ONLY 10 OFF 50 SPEND NEW CUSTOMERS ONLY - TERMS & CONDITIONS APPLY,Urgency,1,Limited-time Messages
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Social Proof,1,Activity Notifications
2 DAYS 13:06:13,Urgency,1,Countdown Timers
"Plus, get free shipping on your first order!",Not Dark Pattern,0,None
LIMITED OFFER: $125 Off + 2 Free Pillows,Urgency,1,Limited-time Messages
5 Viewing This Product,Social Proof,1,Activity Notifications
Limited Time Offer,Urgency,1,Limited-time Messages
 Menu Search ,Not Dark Pattern,0,None
Custom Kids Headwear,Not Dark Pattern,0,None
"No thanks, I’d rather pay full price.",Misdirection,1,Confirmshaming
What treats can I use?,Not Dark Pattern,0,None
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,Not Dark Pattern,0,None
2+ people just viewed this product,Social Proof,1,Activity Notifications
113 people have viewed in the last 24hrs,Social Proof,1,Activity Notifications
I don't want a discount,Misdirection,1,Confirmshaming
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",Not Dark Pattern,0,None
Only 1 left in stock,Scarcity,1,Low-stock Messages
TiesToys & GamesTravelWatches,Not Dark Pattern,0,None
Child Safety,Not Dark Pattern,0,None
156 sold in last 24 hours,Social Proof,1,Activity Notifications
 Motocross Gloves ,Not Dark Pattern,0,None
Casual Wear,Not Dark Pattern,0,None
ONLY 5 LEFT IN STOCK,Scarcity,1,Low-stock Messages
Only 1 left,Scarcity,1,Low-stock Messages
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Urgency,1,Limited-time Messages
Wall Mounted Air Conditioners,Not Dark Pattern,0,None
🔥 9 people are viewing this.,Social Proof,1,Activity Notifications
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Social Proof,1,Activity Notifications
227 Bought Already,Social Proof,1,Activity Notifications
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Not Dark Pattern,0,None
We curate the very best in creative and innovative fashion for the EDM Lifestyle. ,Not Dark Pattern,0,None
Tree Frog Terrariums,Not Dark Pattern,0,None
Limited Time Offer,Urgency,1,Limited-time Messages
Flash Sale ends in SHOP NOW  ,Urgency,1,Limited-time Messages
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark Pattern,0,None
 Fashion Short Sleeve Crew Neck Print Dress ,Not Dark Pattern,0,None
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,Countdown Timers
"NO THANKS, I DON'T WANT TO SAVE MONEY",Misdirection,1,Confirmshaming
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",Social Proof,1,Activity Notifications
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Social Proof,1,Activity Notifications
Only 2 left in stock,Scarcity,1,Low-stock Messages
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Social Proof,1,Activity Notifications
"No thanks, I don't want a free gift.",Misdirection,1,Confirmshaming
"3,081 people have viewed this item",Social Proof,1,Activity Notifications
LOW STOCK (ONLY 10 LEFT!),Scarcity,1,Low-stock Messages
Only 4 left in stock,Scarcity,1,Low-stock Messages
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1,Trick Questions
"No thanks, I don't like to save",Misdirection,1,Confirmshaming
Only 7 left,Scarcity,1,Low-stock Messages
Limited quantity available,Scarcity,1,Low-stock Messages
"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",Not Dark Pattern,0,None
2 items left,Scarcity,1,Low-stock Messages
Share this product,Not Dark Pattern,0,None
Less than 6 items left,Scarcity,1,Low-stock Messages
 Tweet Share Pin It Add Email ,Not Dark Pattern,0,None
New In Special Occasion,Not Dark Pattern,0,None
Pedal Refresh Kit - Doubleshot,Not Dark Pattern,0,None
!!,Urgency,1,Limited-time Messages
jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,Social Proof,1,Activity Notifications
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,1,Countdown Timers
 Sold out ,Not Dark Pattern,0,None
 Need Help Finding The Right Product? ,Not Dark Pattern,0,None
Gifts By Price,Not Dark Pattern,0,None
Items in your cart are in VERY high-demand.,Scarcity,1,High-demand Messages
Over 238 people have bought this product,Social Proof,1,Activity Notifications
Only 2 left!,Scarcity,1,Low-stock Messages
Return my item,Not Dark Pattern,0,None
10 Left in stock,Scarcity,1,Low-stock Messages
Your order is reserved for 08:53 minutes!,Urgency,1,Countdown Timers
"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",Social Proof,1,Activity Notifications
 info@chainedandable.com ,Not Dark Pattern,0,None
"No thanks, I don't want 15% off",Misdirection,1,Confirmshaming
"Before you check out, can we tempt you?",Misdirection,1,Pressured Selling
"2,229 people have viewed this item",Social Proof,1,Activity Notifications
71 people have purchased this item,Social Proof,1,Activity Notifications
"No Thanks, I don't want official software at the best price.",Misdirection,1,Confirmshaming
LEGO Sondersets Saison Polybags Promotionals ExklusiveOpens in a new window or tab,Not Dark Pattern,0,None
7 sold in last 24 hours,Social Proof,1,Activity Notifications
"I DON'T LIKE FREE GIFTS, NO THANKS",Misdirection,1,Confirmshaming
1day21:04:58,Urgency,1,Countdown Timers
Bike Parts & Components,Not Dark Pattern,0,None
HURRY! £32.99 UK DELIVERY ENDS SOON,Urgency,1,Limited-time Messages
"Someone in DOVER, United States just bought Crew 15 mins ago",Social Proof,1,Activity Notifications
Infrared Night Vision,Not Dark Pattern,0,None
I WANT TO PAY MORE LATER ;),Misdirection,1,Trick Questions
6 customers have this in their basket,Social Proof,1,Activity Notifications
Amazing service and quality! Lee up the excellent work.,Not Dark Pattern,0,None
Purchased 100+ times in the last few days.,Social Proof,1,Activity Notifications
Clearance Optic Accessories Deals,Not Dark Pattern,0,None
Only 9 left,Scarcity,1,Low-stock Messages
 Menstrual Products ,Not Dark Pattern,0,None
 Shoe Care ,Not Dark Pattern,0,None
 EU Delivery & Returns ,Not Dark Pattern,0,None
ONLY 4 LEFT IN STOCK,Scarcity,1,Low-stock Messages
18 In Stock,Scarcity,1,Low-stock Messages
5338 people viewed this in the last hour,Social Proof,1,Activity Notifications
 to read up about,Not Dark Pattern,0,None
HURRY! YOUR 10% OFF EXPIRES IN 29:43,Urgency,1,Countdown Timers
00Days17Hours12Mins13Secs,Urgency,1,Countdown Timers
"Hurry, Sale ends in 9 Hours!",Urgency,1,Countdown Timers
Receive news and updates on new products,Not Dark Pattern,0,None
Great for shine,Not Dark Pattern,0,None
One customer bought this article in the last 53 min.,Social Proof,1,Activity Notifications
Only 9 left,Scarcity,1,Low-stock Messages
3642 BOUGHT,Social Proof,1,Activity Notifications
Graduations,Not Dark Pattern,0,None
Cooper Remotes,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
I don't like discounts,Misdirection,1,Trick Questions
Daystate FAC Air Rifles,Not Dark Pattern,0,None
Over 200 views in 24 hrs,Social Proof,1,Activity Notifications
"You choose: just one box, or a  Madison Reed Membership?",Misdirection,1,Trick Questions
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
 Email Address ,Not Dark Pattern,0,None
Your order is reserved for 19:57 minutes.,Urgency,1,Countdown Timers
"No Thanks, I'll let this offer sail away",Misdirection,1,Confirmshaming
 Box Springs & Foundations,Not Dark Pattern,0,None
"Dog Collars, Leads & Tethers",Not Dark Pattern,0,None
FRAMON #2 Code Machine Offer - Limited time offer!,Urgency,1,Limited-time Messages
Striped Tops,Not Dark Pattern,0,None
I'LL PAY FULL PRICE,Misdirection,1,Confirmshaming
Bought by 39 people in last few hours! HOT SELLER!,Social Proof,1,Activity Notifications
Limited Time: $10 Off! Discount Reflected In Price!,Urgency,1,Limited-time Messages
Men's Sports Bottoms,Not Dark Pattern,0,None
8 items left,Scarcity,1,Low-stock Messages
"NO, I'LL PAY FULL PRICE",Misdirection,1,Confirmshaming
"Business, Office & Industrial",Not Dark Pattern,0,None
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,Countdown Timers
SAVE $300.00\nfor limited time,Urgency,1,Limited-time Messages
Only 1 left!,Scarcity,1,Low-stock Messages
Today's sale ends in: 00hours:57min:19sec,Urgency,1,Countdown Timers
Cheaney,Not Dark Pattern,0,None
Special sale ends in,Urgency,1,Limited-time Messages
No I don't feel lucky,Misdirection,1,Confirmshaming
Protection Filters,Not Dark Pattern,0,None
127 People viewed this product this week,Social Proof,1,Activity Notifications
"128 sold today! Hurry, only a few left!",Scarcity,1,Low-stock Messages
This size has only 1 left in stock,Scarcity,1,Low-stock Messages
Subscribe & Save,Misdirection,1,Pressured Selling
Shop All,Not Dark Pattern,0,None
7 users have looked at this product in the past 6 minutes,Social Proof,1,Activity Notifications
"Mounif in Pittsburgh, United States purchased",Social Proof,1,Activity Notifications
"No thanks, I want to pay full price",Misdirection,1,Confirmshaming
Rare Book Conditions ,Not Dark Pattern,0,None
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0,None
30 people have purchased this item,Social Proof,1,Activity Notifications
Only 2 left,Scarcity,1,Low-stock Messages
(5 Left),Scarcity,1,Low-stock Messages
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,1,Activity Notifications
Mechanic's Wear,Not Dark Pattern,0,None
Going Fast: Limited Quantities Left!,Scarcity,1,Low-stock Messages
Crossman Air Pistols,Not Dark Pattern,0,None
Someone from Airdrie & 10820 others bought this item recently.,Social Proof,1,Activity Notifications
"› New Year, New Kit Sale",Not Dark Pattern,0,None
Currently less than 10 available,Scarcity,1,Low-stock Messages
 Worldwide ,Not Dark Pattern,0,None
Only 3 left in stock,Scarcity,1,Low-stock Messages
"NO THANKS, I'D RATHER PAY FULL PRICE",Misdirection,1,Confirmshaming
 mens long sleeve organic shirt ,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
"Location: Kansas City, MO",Not Dark Pattern,0,None
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",Not Dark Pattern,0,None
 My Project Lists ,Not Dark Pattern,0,None
Exterior Accessories,Not Dark Pattern,0,None
Only 1 Left in this Size!,Scarcity,1,Low-stock Messages
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,Limited-time Messages
 Remove Product? ,Not Dark Pattern,0,None
Limited time - Free Shipping on all orders*,Urgency,1,Limited-time Messages
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Urgency,1,Countdown Timers
 Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern,0,None
Your order is reserved for 09:58 minutes!,Urgency,1,Countdown Timers
Only 3 items left,Scarcity,1,Low-stock Messages
In Stock - Limited Quantity,Scarcity,1,Low-stock Messages
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Social Proof,1,Activity Notifications
Limited stock!,Scarcity,1,Low-stock Messages
