Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Pressured Selling,Want to add one of these?,want to add one of these,368,Want to add one of these?,want to add one of these
Misdirection,Pressured Selling,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected,346,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected
Misdirection,Confirmshaming,No I don't feel lucky,no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Confirmshaming,"No thanks, I hate cool stuff",no thanks i hate cool stuff,290,"No thanks, I hate cool stuff",no thanks i hate cool stuff
Misdirection,Confirmshaming,"No thanks, free stuff isn't for me.",no thanks free stuff isn t for me,342,"No thanks, free stuff isn't for me.",no thanks free stuff isn t for me
Social Proof,Activity Notifications,715 people have added this item to cart,<num> person have added this item to cart,4,17 people have added this item to cart,<num> person have added this item to cart
Misdirection,Pressured Selling,Grab yourself a bargain!,grab yourself a bargain,397,Grab yourself a bargain!,grab yourself a bargain
Misdirection,Confirmshaming,"No, I'd rather do it the hard way...",no i d rather do it the hard way,316,"No, I'd rather do it the hard way...",no i d rather do it the hard way
Social Proof,Activity Notifications,2 people have looked at this in the last couple of hrs.,<num> person have looked at this in the last couple of hrs,248,2 people have looked at this in the last couple of hrs.,<num> person have looked at this in the last couple of hrs
Social Proof,Activity Notifications,33 sold in last 12 hours.,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Social Proof,Activity Notifications,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton,77,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton
Misdirection,Pressured Selling,OUR BEST SELLING GOGGLE,our best selling goggle,356,OUR BEST SELLING GOGGLE,our best selling goggle
Misdirection,Trick Questions,Almost there—confirm details to receive bonus points.,almost there confirm details to receive bonus points,406,Almost there—confirm details to receive bonus points.,almost there confirm details to receive bonus points
Misdirection,Pressured Selling,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected,346,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected
Misdirection,Trick Questions,Spin to unlock your mystery offer,spin to unlock your mystery offer,417,Spin to unlock your mystery offer,spin to unlock your mystery offer
Social Proof,Activity Notifications,17 people have added this item to cart,<num> person have added this item to cart,4,17 people have added this item to cart,<num> person have added this item to cart
Social Proof,Activity Notifications,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton,77,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton
Misdirection,Confirmshaming,"[NO THANKS, I'LL JUST WALK]",no thanks i ll just walk,300,"[NO THANKS, I'LL JUST WALK]",no thanks i ll just walk
Misdirection,Pressured Selling,People also buy this with,people also buy this with,360,People also buy this with,people also buy this with
Social Proof,Activity Notifications,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses,100,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses
Misdirection,Confirmshaming,I'll Shop Without A Discount,i ll shop without a discount,319,I'll Shop Without A Discount,i ll shop without a discount
Misdirection,Trick Questions,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,i wish to start shopping but i don t want to receive daily email alerts about your amazing discounts on luxury brands,422,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,i wish to start shopping but i don t want to receive daily email alerts about your amazing discounts on luxury brands
Social Proof,Activity Notifications,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin,35,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin
Misdirection,Confirmshaming,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price,281,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price
Misdirection,Trick Questions,Personalize your doll,personalize your doll,418,Personalize your doll,personalize your doll
Social Proof,Activity Notifications,"Sudha rana from Jaipur bought this product, 23 Mins ago.",sudha rana from jaipur bought this product <num> mins ago,203,"Sudha rana from Jaipur bought this product, 23 Mins ago.",sudha rana from jaipur bought this product <num> mins ago
Social Proof,Activity Notifications,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",alyssa in san antonio united states purchase a itunes japan gift card <num> jpy about <num> minutes ago,208,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",alyssa in san antonio united states purchase a itunes japan gift card <num> jpy about <num> minutes ago
Social Proof,Activity Notifications,"Leah Rich in Louisville, United States purchased a",leah rich in louisville united states purchase a,56,"Leah Rich in Louisville, United States purchased a",leah rich in louisville united states purchase a
Social Proof,Activity Notifications,1626 people seeing this product right now,<num> person seeing this product right now,17,1626 people seeing this product right now,<num> person seeing this product right now
Social Proof,Activity Notifications,39 people have this in their cart,<num> person have this in their cart,123,39 people have this in their cart,<num> person have this in their cart
Social Proof,Activity Notifications,"Michael in Pontiac, United States purchased a  ",michael in pontiac united states purchase a,231,"Michael in Pontiac, United States purchased a  ",michael in pontiac united states purchase a
Social Proof,Activity Notifications,43 added to bag in the last 48hrs,<num> added to bag in the last <num> hrs,58,43 added to bag in the last 48hrs,<num> added to bag in the last <num> hrs
Social Proof,Activity Notifications,Viewed 744 times today,viewed <num> times today,184,Viewed 744 times today,viewed <num> times today
Misdirection,Pressured Selling,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed,351,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed
Social Proof,Activity Notifications,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",ken in oakland united states purchase a dreamville hoodie a month ago,237,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",ken in oakland united states purchase a dreamville hoodie a month ago
Social Proof,Activity Notifications,Trending now! Added to basket 490 times today,trending now added to basket <num> times today,11,Trending now! Added to basket 38 times today,trending now added to basket <num> times today
Misdirection,Confirmshaming,"No Thanks, I rather pay full price",no thanks i rather pay full price,307,"No Thanks, I rather pay full price",no thanks i rather pay full price
Misdirection,Pressured Selling,People also buy this with,people also buy this with,360,People also buy this with,people also buy this with
Social Proof,Activity Notifications,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,someone in canberra purchase nadv <num> austracantha about <num> minutes ago,106,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,someone in canberra purchase nadv <num> austracantha about <num> minutes ago
Misdirection,Confirmshaming,"No thanks, I don't like deals.",no thanks i don t like deals,275,"No thanks, I don't like deals.",no thanks i don t like deals
Social Proof,Activity Notifications,339 users are currently active on our website,<num> users are currently active on our website,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Misdirection,Confirmshaming,"NO THANKS, I'D RATHER PAY FULL PRICE",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",long dress style beach cover up with lace detail jessica in metairie united states,34,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",long dress style beach cover up with lace detail jessica in metairie united states
Social Proof,Activity Notifications,6 people have looked at this in the last few hrs.,<num> person have looked at this in the last few hrs,13,6 people have looked at this in the last few hrs.,<num> person have looked at this in the last few hrs
Social Proof,Activity Notifications,POPULAR 62 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours,12,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours
Social Proof,Activity Notifications,"Son in Suisun City, United States purchased Commander Lex",son in suisun city united states purchase commander lex,72,"Son in Suisun City, United States purchased Commander Lex",son in suisun city united states purchase commander lex
Social Proof,Activity Notifications,"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",laurie in urraween queensland bought no brainer usb charging anti-theft backpack,36,"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",laurie in urraween queensland bought no brainer usb charging anti-theft backpack
Social Proof,Activity Notifications,"6,743 people have viewed recently",<num> person have view recently,235,"6,743 people have viewed recently",<num> person have view recently
Social Proof,Activity Notifications,Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,someone in boling iago texas united states purchase seek discomfort sketch white iphone case <num> hours ago,104,Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,someone in boling iago texas united states purchase seek discomfort sketch white iphone case <num> hours ago
Misdirection,Confirmshaming,"No, I don't want a discount",no i don t want a discount,271,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount
Misdirection,Confirmshaming,"No thanks, I don't like FREE stuff.",no thanks i don t like free stuff,263,"No thanks, I don't like FREE stuff.",no thanks i don t like free stuff
Social Proof,Activity Notifications,4 sold in last 5 hours,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Misdirection,Trick Questions,Compare at,compare at,407,Compare at,compare at
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT TO SAVE",no thanks i don t want to save,266,"No thanks, I don’t want to save",no thanks i don t want to save
Misdirection,Pressured Selling,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected,346,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected
Social Proof,Activity Notifications,3642 BOUGHT,<num> bought,5,143 BOUGHT,<num> bought
Misdirection,Pressured Selling,Continue to claim your extra coupon (auto-applies at checkout).,continue to claim your extra coupon auto-applies at checkout,402,Continue to claim your extra coupon (auto-applies at checkout).,continue to claim your extra coupon auto-applies at checkout
Social Proof,Activity Notifications,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",sabrina in paraparaumu new zealand purchase a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated,255,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",sabrina in paraparaumu new zealand purchase a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated
Misdirection,Confirmshaming,"No, I'd rather pay full price.",no i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Misdirection,Confirmshaming,"No, I'd rather do it the hard way...",no i d rather do it the hard way,316,"No, I'd rather do it the hard way...",no i d rather do it the hard way
Misdirection,Trick Questions,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here,421,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here
Social Proof,Activity Notifications,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,someone in canberra purchase nadv <num> austracantha about <num> minutes ago,106,Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,someone in canberra purchase nadv <num> austracantha about <num> minutes ago
Misdirection,Confirmshaming,No I'd rather not hear about exclusive offers and discounts.,no i d rather not hear about exclusive offers and discounts,315,No I'd rather not hear about exclusive offers and discounts.,no i d rather not hear about exclusive offers and discounts
Misdirection,Confirmshaming,"No thanks, I hate saving money",no thanks i hate saving money,304,"No thanks, I hate saving money",no thanks i hate saving money
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Pressured Selling,OUR BEST SELLING GOGGLE,our best selling goggle,356,OUR BEST SELLING GOGGLE,our best selling goggle
Social Proof,Activity Notifications,3 other people are currently viewing this item.,<num> other person are currently view this item,146,3 other people are currently viewing this item.,<num> other person are currently view this item
Social Proof,Activity Notifications,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",monira in doha qatar purchase a lilyvanity velvet box,25,"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",monira in doha qatar purchase a lilyvanity velvet box
Misdirection,Pressured Selling,Almost there—confirm details to receive free gift.,almost there confirm details to receive free gift,349,Almost there—confirm details to receive free gift.,almost there confirm details to receive free gift
Social Proof,Activity Notifications,31 have it in their cart,<num> have it in their cart,14,31 have it in their cart,<num> have it in their cart
Misdirection,Confirmshaming,"NO, THANKS. I DON'T LIKE DISCOUNTS ",no thanks i don t like discounts,274,"No thanks, I don't like discounts",no thanks i don t like discounts
Social Proof,Activity Notifications,228 People Have Viewed This Product Recently!,<num> person have view this product recent,125,228 People Have Viewed This Product Recently!,<num> person have view this product recent
Misdirection,Confirmshaming,"no thanks, I hate fun & games",no thanks i hate fun games,305,"no thanks, I hate fun & games",no thanks i hate fun games
Social Proof,Activity Notifications,8 customers have bought today,<num> customers have bought today,139,8 customers have bought today,<num> customers have bought today
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Confirmshaming,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",no thanks i d rather join the pay full price for things club,339,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",no thanks i d rather join the pay full price for things club
Misdirection,Confirmshaming,No I don't feel lucky,no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Confirmshaming,"No Thanks, I don't like exclusive deals.",no thanks i don t like exclusive deals,343,"No Thanks, I don't like exclusive deals.",no thanks i don t like exclusive deals
Social Proof,Activity Notifications,71 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Misdirection,Pressured Selling,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item,395,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item
Misdirection,Pressured Selling,Your exclusive access is ready—press 'Continue' to proceed.,your exclusive access is ready press continue to proceed,373,Your exclusive access is ready—press 'Continue' to proceed.,your exclusive access is ready press continue to proceed
Misdirection,Confirmshaming,"No, thanks. I don't like great deals.",no thanks i don t like great deals,330,"No, thanks. I don't like great deals.",no thanks i don t like great deals
Social Proof,Activity Notifications,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago,82,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago
Social Proof,Activity Notifications,Real time 30 Visitor right now,real time <num> visitor right now,83,Real time 30 Visitor right now,real time <num> visitor right now
Misdirection,Pressured Selling,Almost there—confirm details to receive free gift.,almost there confirm details to receive free gift,349,Almost there—confirm details to receive free gift.,almost there confirm details to receive free gift
Misdirection,Confirmshaming,"No thanks, I dont want a discount",no thanks i dont want a discount,299,"No thanks, I dont want a discount",no thanks i dont want a discount
Misdirection,Trick Questions,Spin to unlock your mystery offer,spin to unlock your mystery offer,417,Spin to unlock your mystery offer,spin to unlock your mystery offer
Misdirection,Confirmshaming,"No Thanks, I Prefer Paying Full Price.",no thanks i prefer paying full price,262,"No Thanks, I Prefer Paying Full Price",no thanks i prefer paying full price
Misdirection,Pressured Selling,LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,limited time offer grab a matching pair save up <num>,376,LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,limited time offer grab a matching pair save up <num>
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Trick Questions,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started,404,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started
Social Proof,Activity Notifications,Don't miss out! We've sold 38 in the last few days.,don t miss out we ve sold <num> in the last few days,55,Don't miss out! We've sold 38 in the last few days.,don t miss out we ve sold <num> in the last few days
Misdirection,Confirmshaming,"NO, I'D RATHER PAY FULL PRICE",no i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,HOT PRODUCT Over 250 people are looking at this item.,hot product over <num> person are looking at this item,206,HOT PRODUCT Over 250 people are looking at this item.,hot product over <num> person are looking at this item
Misdirection,Pressured Selling,Almost there—confirm details to receive extra coupon.,almost there confirm details to receive extra coupon,348,Almost there—confirm details to receive extra coupon.,almost there confirm details to receive extra coupon
Misdirection,Pressured Selling,ADD FOR BETTER RESULTS,add for better results,379,ADD FOR BETTER RESULTS,add for better results
Social Proof,Activity Notifications,5 Viewing This Product,<num> view this product,10,72 Viewing This Product,<num> view this product
Social Proof,Activity Notifications,218 people have added this item to cart,<num> person have added this item to cart,4,17 people have added this item to cart,<num> person have added this item to cart
Social Proof,Activity Notifications,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",john in toowoomba city australia purchase a resin tank <num> hours ago,243,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",john in toowoomba city australia purchase a resin tank <num> hours ago
Social Proof,Activity Notifications,5 Viewing This Product,<num> view this product,10,72 Viewing This Product,<num> view this product
Misdirection,Confirmshaming,"No thanks, I’d rather pay full price.",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,2+ people just viewed this product,<num> person just view this product,129,2+ people just viewed this product,<num> person just view this product
Social Proof,Activity Notifications,113 people have viewed in the last 24hrs,<num> person have view in the last <num> hrs,124,113 people have viewed in the last 24hrs,<num> person have view in the last <num> hrs
Misdirection,Confirmshaming,I don't want a discount,i don t want a discount,271,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount
Social Proof,Activity Notifications,156 sold in last 24 hours,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Social Proof,Activity Notifications,🔥 9 people are viewing this.,<num> person are view this,3,9 people are viewing this.,<num> person are view this
Social Proof,Activity Notifications,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",jim in houston usa purchase pure ratios hemp oil cbd patch <num> mg cbd,48,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",jim in houston usa purchase pure ratios hemp oil cbd patch <num> mg cbd
Social Proof,Activity Notifications,227 Bought Already,<num> bought already,135,227 Bought Already,<num> bought already
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT TO SAVE MONEY",no thanks i don t want to save money,270,"NO THANKS, I DON'T WANT TO SAVE MONEY",no thanks i don t want to save money
Social Proof,Activity Notifications,"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",keith in champaign illinois bought mini usb audio cassette to mp <num> converterabout <num> minutes ago,52,"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",keith in champaign illinois bought mini usb audio cassette to mp <num> converterabout <num> minutes ago
Social Proof,Activity Notifications,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,someone in keilor east bought a piranta-edge skinning knife - blaze - havalon knives <num> minutes ago,70,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,someone in keilor east bought a piranta-edge skinning knife - blaze - havalon knives <num> minutes ago
Social Proof,Activity Notifications,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,someone in keilor east bought a piranta-edge skinning knife - blaze - havalon knives <num> minutes ago,70,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,someone in keilor east bought a piranta-edge skinning knife - blaze - havalon knives <num> minutes ago
Misdirection,Confirmshaming,"No thanks, I don't want a free gift.",no thanks i don t want a free gift,273,"No thanks, I don't want a free gift.",no thanks i don t want a free gift
Social Proof,Activity Notifications,"3,081 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Trick Questions,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box,413,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box
Misdirection,Confirmshaming,"No thanks, I don't like to save",no thanks i don t like to save,277,"No thanks, I don't like to save",no thanks i don t like to save
Social Proof,Activity Notifications,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,jennifer just bought rainbow moonstone healing heartabout <num> hours ago,213,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,jennifer just bought rainbow moonstone healing heartabout <num> hours ago
Social Proof,Activity Notifications,Over 238 people have bought this product,over <num> person have bought this product,19,Over 238 people have bought this product,over <num> person have bought this product
Social Proof,Activity Notifications,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",debby in harpers ferry united states just bought icing pen decorating tool,256,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",debby in harpers ferry united states just bought icing pen decorating tool
Misdirection,Confirmshaming,"No thanks, I don't want 15% off",no thanks i don t want <num> off,269,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off
Misdirection,Pressured Selling,"Before you check out, can we tempt you?",before you check out can we tempt you,383,"Before you check out, can we tempt you?",before you check out can we tempt you
Social Proof,Activity Notifications,"2,229 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Social Proof,Activity Notifications,71 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Misdirection,Confirmshaming,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price,281,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price
Social Proof,Activity Notifications,7 sold in last 24 hours,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Misdirection,Confirmshaming,"I DON'T LIKE FREE GIFTS, NO THANKS",i don t like free gifts no thanks,321,"I DON'T LIKE FREE GIFTS, NO THANKS",i don t like free gifts no thanks
Social Proof,Activity Notifications,"Someone in DOVER, United States just bought Crew 15 mins ago",someone in dover united states just bought crew <num> mins ago,183,"Someone in DOVER, United States just bought Crew 15 mins ago",someone in dover united states just bought crew <num> mins ago
Misdirection,Trick Questions,I WANT TO PAY MORE LATER ;),i want to pay more later,423,I WANT TO PAY MORE LATER ;),i want to pay more later
Social Proof,Activity Notifications,6 customers have this in their basket,<num> customers have this in their basket,9,6 customers have this in their basket,<num> customers have this in their basket
Social Proof,Activity Notifications,Purchased 100+ times in the last few days.,purchased <num> times in the last few days,6,Purchased 8 times in the last few days.,purchased <num> times in the last few days
Social Proof,Activity Notifications,5338 people viewed this in the last hour,<num> person view this in the last hour,228,5338 people viewed this in the last hour,<num> person view this in the last hour
Social Proof,Activity Notifications,One customer bought this article in the last 53 min.,one customer bought this article in the last <num> min,31,One customer bought this article in the last 53 min.,one customer bought this article in the last <num> min
Social Proof,Activity Notifications,3642 BOUGHT,<num> bought,5,143 BOUGHT,<num> bought
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Misdirection,Trick Questions,I don't like discounts,i don t like discounts,424,I don't like discounts,i don t like discounts
Social Proof,Activity Notifications,Over 200 views in 24 hrs,over <num> views in <num> hrs,33,Over 200 views in 24 hrs,over <num> views in <num> hrs
Misdirection,Trick Questions,"You choose: just one box, or a  Madison Reed Membership?",you choose just one box or a madison reed membership,411,"You choose: just one box, or a  Madison Reed Membership?",you choose just one box or a madison reed membership
Misdirection,Confirmshaming,"NO THANKS, I DON'T LIKE FREE STUFF",no thanks i don t like free stuff,263,"No thanks, I don't like FREE stuff.",no thanks i don t like free stuff
Misdirection,Confirmshaming,"No Thanks, I'll let this offer sail away",no thanks i ll let this offer sail away,298,"No Thanks, I'll let this offer sail away",no thanks i ll let this offer sail away
Misdirection,Pressured Selling,Continue to claim your free gift (auto-applies at checkout).,continue to claim your free gift auto-applies at checkout,389,Continue to claim your free gift (auto-applies at checkout).,continue to claim your free gift auto-applies at checkout
Social Proof,Activity Notifications,Bought by 39 people in last few hours! HOT SELLER!,bought by <num> person in last few hours hot seller,159,Bought by 39 people in last few hours! HOT SELLER!,bought by <num> person in last few hours hot seller
Misdirection,Confirmshaming,"NO, I'LL PAY FULL PRICE",no i ll pay full price,278,"NO, I'LL PAY FULL PRICE",no i ll pay full price
Misdirection,Confirmshaming,No I don't feel lucky,no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,127 People viewed this product this week,<num> person view this product this week,232,127 People viewed this product this week,<num> person view this product this week
Misdirection,Pressured Selling,Subscribe & Save,subscribe save,363,Subscribe & Save,subscribe save
Social Proof,Activity Notifications,7 users have looked at this product in the past 6 minutes,<num> users have looked at this product in the past <num> minutes,168,7 users have looked at this product in the past 6 minutes,<num> users have looked at this product in the past <num> minutes
Social Proof,Activity Notifications,"Mounif in Pittsburgh, United States purchased",mounif in pittsburgh united states purchased,27,"Mounif in Pittsburgh, United States purchased",mounif in pittsburgh united states purchased
Misdirection,Confirmshaming,"No thanks, I want to pay full price",no thanks i want to pay full price,286,"No thanks, I want to pay full price",no thanks i want to pay full price
Social Proof,Activity Notifications,30 people have purchased this item,<num> person have purchase this item,0,"2,221 people have purchased this item",<num> person have purchase this item
Social Proof,Activity Notifications,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses,100,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses
