Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Confirmshaming,"no thanks, I hate fun & games",no thanks i hate fun games,349,"no thanks, I hate fun & games",no thanks i hate fun games
Social Proof,Activity Notifications,Selected by 69 users in the last 6 hours,selected by <num> users in the last <num> hours,35,Selected by 69 users in the last 6 hours,selected by <num> users in the last <num> hours
Social Proof,Activity Notifications,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,someone in city just added radiance - nebulizing diffuser to their cart,153,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,someone in city just added radiance - nebulizing diffuser to their cart
Misdirection,Pressured Selling,"Before you check out, can we tempt you?",before you check out can we tempt you,504,"Before you check out, can we tempt you?",before you check out can we tempt you
Social Proof,Activity Notifications,"Jamie in Nashville, United States purchased",jamie in nashville united states purchased,257,"Jamie in Nashville, United States purchased",jamie in nashville united states purchased
Social Proof,Activity Notifications,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",someone in petaling jaya malaysia just bought sneakerguard midsole paint marker - boost white,103,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",someone in petaling jaya malaysia just bought sneakerguard midsole paint marker - boost white
Social Proof,Activity Notifications,89 currently viewing,<num> currently viewing,200,89 currently viewing,<num> currently viewing
Social Proof,Activity Notifications,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",someone in tornado united states just bought fresh melon menthol <num> hours ago,95,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",someone in tornado united states just bought fresh melon menthol <num> hours ago
Misdirection,Pressured Selling,Customer also shopped for,customer also shopped for,539,Customer also shopped for,customer also shopped for
Social Proof,Activity Notifications,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",samuel in minneapolis united states purchase a pod juice jewel mint cool nicotine salt e-liquid <num> <num> ml <num> hours ago,48,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",samuel in minneapolis united states purchase a pod juice jewel mint cool nicotine salt e-liquid <num> <num> ml <num> hours ago
Misdirection,Confirmshaming,"No, I don't want great deals.",no i don t want great deals,367,"No, I don't want great deals.",no i don t want great deals
Social Proof,Activity Notifications,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",someone from huntingtown maryland united states purchase topcoat f <num> polish sealer - web special kits just now,136,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",someone from huntingtown maryland united states purchase topcoat f <num> polish sealer - web special kits just now
Social Proof,Activity Notifications,143 BOUGHT,<num> bought,6,3642 BOUGHT,<num> bought
Social Proof,Activity Notifications,24 people currently interested,<num> person currently interested,163,24 people currently interested,<num> person currently interested
Social Proof,Activity Notifications,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago,244,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago
Social Proof,Activity Notifications,436 users are currently active on our website Just now,<num> users are currently active on our website just now,26,339 users are currently active on our website,<num> users are currently active on our website
Social Proof,Activity Notifications,"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",nancy in pennsylvania purchase <num> italian sterling silver milano twist adjustable chain,81,"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",nancy in pennsylvania purchase <num> italian sterling silver milano twist adjustable chain
Social Proof,Activity Notifications,Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,someone in new lynn bought a kogan a <num> earphones with inline control for ios android <num> hour ago,106,Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,someone in new lynn bought a kogan a <num> earphones with inline control for ios android <num> hour ago
Social Proof,Activity Notifications,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago,47,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago
Misdirection,Trick Questions,We will keep your preferences cookies required if you hit Claim offer,we will keep your preferences cookies required if you hit claim offer,592,We will keep your preferences cookies required if you hit Claim offer,we will keep your preferences cookies required if you hit claim offer
Social Proof,Activity Notifications,33 people are eyeing this item!,<num> person are eyeing this item,221,33 people are eyeing this item!,<num> person are eyeing this item
Social Proof,Activity Notifications,4 sold in last 5 hours,<num> sold in last <num> hours,0,9 sold in last 4 hours,<num> sold in last <num> hours
Misdirection,Confirmshaming,"No thanks, I'm not interested",no thanks i m not interested,338,"No thanks, I'm not interested",no thanks i m not interested
Social Proof,Activity Notifications,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now,148,"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",someone in flemington united states purchase anti-aging eyelid tape contains <num> strips just now
Social Proof,Activity Notifications,7 customers have this in their basket,<num> customers have this in their basket,23,7 customers have this in their basket,<num> customers have this in their basket
Social Proof,Activity Notifications,"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",stacey in saint marys united states purchase extra long <num> ft fiber cloth sync charge usb android cable - assorted colors about <num> minutes ago,107,"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",stacey in saint marys united states purchase extra long <num> ft fiber cloth sync charge usb android cable - assorted colors about <num> minutes ago
Social Proof,Activity Notifications,8 people are looking at this artwork,<num> person are looking at this artwork,227,8 people are looking at this artwork,<num> person are looking at this artwork
Misdirection,Pressured Selling,Order without free membership $69.95,order without free membership <num>,410,Order without free membership $69.95,order without free membership <num>
Misdirection,Confirmshaming,I don't feel lucky,i don t feel lucky,306,"NO, I DON'T FEEL LUCKY",no i don t feel lucky
Social Proof,Activity Notifications,5338 people bought this,<num> person bought this,193,5338 people bought this,<num> person bought this
Social Proof,Activity Notifications,"1,142 people have added to cart recently",<num> person have added to cart recently,167,"1,142 people have added to cart recently",<num> person have added to cart recently
Social Proof,Activity Notifications,166 people have added this item to cart,<num> person have added this item to cart,3,17 people have added this item to cart,<num> person have added this item to cart
Misdirection,Pressured Selling,Your cart includes extra storage free to remove later,your cart includes extra storage free to remove later,437,Your cart includes extra storage free to remove later,your cart includes extra storage free to remove later
Misdirection,Pressured Selling,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code,452,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code
Social Proof,Activity Notifications,273 units sold in the last 30 days,<num> units sold in the last <num> days,274,273 units sold in the last 30 days,<num> units sold in the last <num> days
Misdirection,Trick Questions,Decline protection small text or Claim offer to continue,decline protection small text or claim offer to continue,646,Decline protection small text or Claim offer to continue,decline protection small text or claim offer to continue
Misdirection,Confirmshaming,"No, I'd rather do it the hard way...",no i d rather do it the hard way,355,"No, I'd rather do it the hard way...",no i d rather do it the hard way
Social Proof,Activity Notifications,2 people are viewing this,<num> person are view this,4,9 people are viewing this.,<num> person are view this
Misdirection,Trick Questions,You are almost done Click Next to get started,you are almost done click next to get started,584,You are almost done Click Next to get started,you are almost done click next to get started
Misdirection,Pressured Selling,Your cart includes cloud backup free to remove later,your cart includes cloud backup free to remove later,449,Your cart includes cloud backup free to remove later,your cart includes cloud backup free to remove later
Social Proof,Activity Notifications,"Leah Rich in Louisville, United States purchased a",leah rich in louisville united states purchase a,61,"Leah Rich in Louisville, United States purchased a",leah rich in louisville united states purchase a
Misdirection,Pressured Selling,Want to add one of these?,want to add one of these,456,Want to add one of these?,want to add one of these
Social Proof,Activity Notifications,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses,128,"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",someone in alexandria united states just bought ttdeye queen green colored contact lenses
Misdirection,Confirmshaming,"No thanks, I'll pay full price",no thanks i ll pay full price,302,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price
Social Proof,Activity Notifications,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item,254,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item
Misdirection,Pressured Selling,To keep welcome credit proceed with the recommended Standard plan,to keep welcome credit proceed with the recommended standard plan,429,To keep welcome credit proceed with the recommended Standard plan,to keep welcome credit proceed with the recommended standard plan
Misdirection,Pressured Selling,Continue to claim your extra coupon auto applies at checkout,continue to claim your extra coupon auto applies at checkout,478,Continue to claim your extra coupon auto applies at checkout,continue to claim your extra coupon auto applies at checkout
Misdirection,Pressured Selling,Savings applied at pop up Buy now to finalize,savings applied at pop up buy now to finalize,424,Savings applied at pop up Buy now to finalize,savings applied at pop up buy now to finalize
Misdirection,Pressured Selling,The Standard plan is our most popular pre chosen to save you time,the standard plan is our most popular pre chosen to save you time,402,The Standard plan is our most popular pre chosen to save you time,the standard plan is our most popular pre chosen to save you time
Misdirection,Pressured Selling,Continue to claim your trial upgrade auto applies at checkout,continue to claim your trial upgrade auto applies at checkout,480,Continue to claim your trial upgrade auto applies at checkout,continue to claim your trial upgrade auto applies at checkout
Social Proof,Activity Notifications,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",oliver in rotterdam netherlands purchase a england away soccer shorts <num> about <num> hours ago,78,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",oliver in rotterdam netherlands purchase a england away soccer shorts <num> about <num> hours ago
Social Proof,Activity Notifications,16 recently purchased it.,<num> recent purchase it,7,12 recently purchased it.,<num> recent purchase it
Misdirection,Confirmshaming,Keep loyalty bonus active by clicking Get deal,keep loyalty bonus active by clicking get deal,359,Keep loyalty bonus active by clicking Get deal,keep loyalty bonus active by clicking get deal
Social Proof,Activity Notifications,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton,119,This product was viewed 26 seconds ago by someone from Princeton,this product was view <num> seconds ago by someone from princeton
Misdirection,Pressured Selling,Your cart includes data export free to remove later,your cart includes data export free to remove later,457,Your cart includes data export free to remove later,your cart includes data export free to remove later
Misdirection,Confirmshaming,Keep loyalty bonus active by clicking Sign up,keep loyalty bonus active by clicking sign up,358,Keep loyalty bonus active by clicking Sign up,keep loyalty bonus active by clicking sign up
Social Proof,Activity Notifications,92 customers bought this in the last 48 hours,<num> customers bought this in the last <num> hours,202,92 customers bought this in the last 48 hours,<num> customers bought this in the last <num> hours
Misdirection,Confirmshaming,No I'd rather not hear about exclusive offers and discounts.,no i d rather not hear about exclusive offers and discounts,354,No I'd rather not hear about exclusive offers and discounts.,no i d rather not hear about exclusive offers and discounts
Social Proof,Activity Notifications,"Edwin in Woodland Park, NJ just bought",edwin in woodland park nj just bought,232,"Edwin in Woodland Park, NJ just bought",edwin in woodland park nj just bought
Misdirection,Pressured Selling,Continue to claim your loyalty bonus auto applies at checkout,continue to claim your loyalty bonus auto applies at checkout,479,Continue to claim your loyalty bonus auto applies at checkout,continue to claim your loyalty bonus auto applies at checkout
Social Proof,Activity Notifications,44 others checked out this option today,<num> others checked out this option today,225,44 others checked out this option today,<num> others checked out this option today
Social Proof,Activity Notifications,"Son in Suisun City, United States purchased Commander Lex",son in suisun city united states purchase commander lex,97,"Son in Suisun City, United States purchased Commander Lex",son in suisun city united states purchase commander lex
Social Proof,Activity Notifications,105 pawrents are buying for their furkids now!,<num> pawrents are buy for their furkids now,223,105 pawrents are buying for their furkids now!,<num> pawrents are buy for their furkids now
Misdirection,Trick Questions,Your trial auto renews press Sign up to keep access,your trial auto renews press sign up to keep access,650,Your trial auto renews press Sign up to keep access,your trial auto renews press sign up to keep access
Social Proof,Activity Notifications,"Bobby in Decatur, United States just purchased",bobby in decatur united states just purchased,291,"Bobby in Decatur, United States just purchased",bobby in decatur united states just purchased
Misdirection,Trick Questions,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties,551,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties
Misdirection,Confirmshaming,"No thanks, I’d rather pay more",no thanks i d rather pay more,307,"No thanks, I'd rather pay more",no thanks i d rather pay more
Misdirection,Confirmshaming,"No thanks, I don't like winning.",no thanks i don t like winning,310,"No thanks, I don't like winning.",no thanks i don t like winning
Social Proof,Activity Notifications,6 customers have this in their basket,<num> customers have this in their basket,23,7 customers have this in their basket,<num> customers have this in their basket
Social Proof,Activity Notifications,31 have it in their cart,<num> have it in their cart,28,85 have it in their cart,<num> have it in their cart
Misdirection,Pressured Selling,Advanced settings are available after purchase,advanced settings are available after purchase,502,Advanced settings are available after purchase,advanced settings are available after purchase
Misdirection,Confirmshaming,No thanks. I love chaos!,no thanks i love chaos,339,No thanks. I love chaos!,no thanks i love chaos
Social Proof,Activity Notifications,Someone in Spain purchased,someone in spain purchased,96,Someone in Spain purchased,someone in spain purchased
Misdirection,Trick Questions,Express option chosen you can switch in settings later,express option chosen you can switch in settings later,640,Express option chosen you can switch in settings later,express option chosen you can switch in settings later
Social Proof,Activity Notifications,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago,253,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago
Misdirection,Pressured Selling,Competitor Price: $172.00,competitor price <num>,475,Competitor Price: $172.00,competitor price <num>
Social Proof,Activity Notifications,38 people are viewing this,<num> person are view this,4,9 people are viewing this.,<num> person are view this
Misdirection,Trick Questions,Almost there confirm details to receive welcome credit,almost there confirm details to receive welcome credit,617,Almost there confirm details to receive welcome credit,almost there confirm details to receive welcome credit
Misdirection,Pressured Selling,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase,510,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase
Misdirection,Confirmshaming,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price,318,"No Thanks, I don't want official software at the best price.",no thanks i don t want official software at the best price
Misdirection,Confirmshaming,NO THANKS,no thanks,383,NO THANKS,no thanks
Misdirection,Pressured Selling,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,476,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free
Misdirection,Confirmshaming,"No Thanks, I Don't Like Exclusive Offers.",no thanks i don t like exclusive offers,313,"No thanks, I don't like exclusive offers",no thanks i don t like exclusive offers
Misdirection,Pressured Selling,Keep exclusive access active by clicking Checkout,keep exclusive access active by clicking checkout,517,Keep exclusive access active by clicking Checkout,keep exclusive access active by clicking checkout
Social Proof,Activity Notifications,"Mher from San Angelo, TX Recently made a purchase with Crossrope",mher from san angelo tx recent made a purchase with crossrope,54,"Mher from San Angelo, TX Recently made a purchase with Crossrope",mher from san angelo tx recent made a purchase with crossrope
Misdirection,Trick Questions,Select View offers to keep current Premium,select view offers to keep current premium,556,Select View offers to keep current Premium,select view offers to keep current premium
Social Proof,Activity Notifications,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now,49,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now
Social Proof,Activity Notifications,Your neighbors in Korea just ordered this,your neighbors in korea just ordered this,109,Your neighbors in Korea just ordered this,your neighbors in korea just ordered this
Misdirection,Pressured Selling,We have set recommended extras you can remove later,we have set recommended extras you can remove later,459,We have set recommended extras you can remove later,we have set recommended extras you can remove later
Misdirection,Confirmshaming,I'll Shop Without A Discount,i ll shop without a discount,366,I'll Shop Without A Discount,i ll shop without a discount
Misdirection,Trick Questions,Savings applied at banner Sign up to finalize,savings applied at banner sign up to finalize,568,Savings applied at banner Sign up to finalize,savings applied at banner sign up to finalize
Misdirection,Trick Questions,Continue maintains your perks Back may reset choices,continue maintains your perks back may reset choices,605,Continue maintains your perks Back may reset choices,continue maintains your perks back may reset choices
Misdirection,Pressured Selling,Best experience extra storage is enabled for you,best experience extra storage is enabled for you,486,Best experience extra storage is enabled for you,best experience extra storage is enabled for you
Social Proof,Activity Notifications,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago,90,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago
Misdirection,Trick Questions,Savings applied at checkout Checkout to finalize,savings applied at checkout checkout to finalize,567,Savings applied at checkout Checkout to finalize,savings applied at checkout checkout to finalize
Social Proof,Activity Notifications,24 sold in last 24 hours.,<num> sold in last <num> hours,0,9 sold in last 4 hours,<num> sold in last <num> hours
Misdirection,Trick Questions,Continue to keep your VIP access going back may remove it,continue to keep your vip access going back may remove it,648,Continue to keep your VIP access going back may remove it,continue to keep your vip access going back may remove it
Misdirection,Confirmshaming,Personalize your doll,personalize your doll,370,Personalize your doll,personalize your doll
Misdirection,Pressured Selling,To finish sign up accept optional terms pre ticked,to finish sign up accept optional terms pre ticked,404,To finish sign up accept optional terms pre ticked,to finish sign up accept optional terms pre ticked
Misdirection,Pressured Selling,Add data export for the full experience pre selected,add data export for the full experience pre selected,492,Add data export for the full experience pre selected,add data export for the full experience pre selected
Social Proof,Activity Notifications,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes,93,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes
Misdirection,Pressured Selling,Continue with Premium to keep easiest to set up,continue with premium to keep easiest to set up,537,Continue with Premium to keep easiest to set up,continue with premium to keep easiest to set up
Misdirection,Pressured Selling,Let's make sure you have everything else you need,let s make sure you have everything else you need,520,Let's make sure you have everything else you need,let s make sure you have everything else you need
Misdirection,Pressured Selling,This offer is only VALID if you add to cart now!,this offer is only valid if you add to cart now,403,This offer is only VALID if you add to cart now!,this offer is only valid if you add to cart now
Social Proof,Activity Notifications,Seen on pop up 42 clicks today,seen on pop up <num> clicks today,51,Seen on pop up 42 clicks today,seen on pop up <num> clicks today
Social Proof,Activity Notifications,3 people are looking at this item right now,<num> person are looking at this item right now,220,3 people are looking at this item right now,<num> person are looking at this item right now
Misdirection,Trick Questions,Select View offers to keep current Enterprise,select view offers to keep current enterprise,557,Select View offers to keep current Enterprise,select view offers to keep current enterprise
Social Proof,Activity Notifications,1044 sold in past 12 months,<num> sold in past <num> months,271,1044 sold in past 12 months,<num> sold in past <num> months
Social Proof,Activity Notifications,2 people are looking at this listing now,<num> person are looking at this listing now,218,2 people are looking at this listing now,<num> person are looking at this listing now
Misdirection,Pressured Selling,Default plan set to Plus for a better experience,default plan set to plus for a better experience,543,Default plan set to Plus for a better experience,default plan set to plus for a better experience
Misdirection,Confirmshaming,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",no thanks i d rather join the pay full price for things club,378,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",no thanks i d rather join the pay full price for things club
Misdirection,Confirmshaming,"No thanks, I don't want any deals",no thanks i don t want any deals,319,"No thanks, I don't want any deals",no thanks i don t want any deals
Misdirection,Trick Questions,Your loyalty bonus is ready press Continue to proceed,your loyalty bonus is ready press continue to proceed,580,Your loyalty bonus is ready press Continue to proceed,your loyalty bonus is ready press continue to proceed
Misdirection,Pressured Selling,Processing will be faster with Express Checkout selected,processing will be faster with express checkout selected,416,Processing will be faster with Express Checkout selected,processing will be faster with express checkout selected
Misdirection,Pressured Selling,Add on something to make it extra special!,add on something to make it extra special,498,Add on something to make it extra special!,add on something to make it extra special
Misdirection,Confirmshaming,"No Thanks, I don't want a discount",no thanks i don t want a discount,315,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount
Misdirection,Pressured Selling,The Enterprise plan is our most popular pre chosen to save you time,the enterprise plan is our most popular pre chosen to save you time,397,The Enterprise plan is our most popular pre chosen to save you time,the enterprise plan is our most popular pre chosen to save you time
Social Proof,Activity Notifications,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,someone in faizabad just bought pretty love penis sleeve <num> inch an hour <num> minutes ago,149,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,someone in faizabad just bought pretty love penis sleeve <num> inch an hour <num> minutes ago
Misdirection,Trick Questions,Select View offers to keep current Annual,select view offers to keep current annual,560,Select View offers to keep current Annual,select view offers to keep current annual
Social Proof,Activity Notifications,5 Viewing This Product,<num> view this product,31,5 Viewing This Product,<num> view this product
Social Proof,Activity Notifications,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",someone in cedarhurst united states purchase a sproet and sprout shell violet stripe bloomers,155,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",someone in cedarhurst united states purchase a sproet and sprout shell violet stripe bloomers
Social Proof,Activity Notifications,"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",someone in culgoa australia purchase savelli epic mens comfortable leather lace up boots made in brazil,159,"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",someone in culgoa australia purchase savelli epic mens comfortable leather lace up boots made in brazil
Misdirection,Confirmshaming,"No thanks, I'll be the last to know.",no thanks i ll be the last to know,346,"No thanks, I'll be the last to know.",no thanks i ll be the last to know
Social Proof,Activity Notifications,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown,264,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown
Misdirection,Pressured Selling,Continue to confirm your Monthly plan you can downgrade later,continue to confirm your monthly plan you can downgrade later,483,Continue to confirm your Monthly plan you can downgrade later,continue to confirm your monthly plan you can downgrade later
Social Proof,Activity Notifications,🔥 2 people are looking right now,<num> person are looking right now,13,2 people are looking right now,<num> person are looking right now
Social Proof,Activity Notifications,"6,743 people have viewed recently",<num> person have view recently,179,"6,743 people have viewed recently",<num> person have view recently
Misdirection,Pressured Selling,The Annual plan is our most popular pre chosen to save you time,the annual plan is our most popular pre chosen to save you time,393,The Annual plan is our most popular pre chosen to save you time,the annual plan is our most popular pre chosen to save you time
Misdirection,Confirmshaming,"No, thanks. I don't like great deals.",no thanks i don t like great deals,369,"No, thanks. I don't like great deals.",no thanks i don t like great deals
Social Proof,Activity Notifications,"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",laurie in urraween queensland bought no brainer usb charging anti-theft backpack,68,"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",laurie in urraween queensland bought no brainer usb charging anti-theft backpack
Misdirection,Pressured Selling,Your cart includes gift wrap free to remove later,your cart includes gift wrap free to remove later,430,Your cart includes gift wrap free to remove later,your cart includes gift wrap free to remove later
Misdirection,Trick Questions,By clicking Join now you accept promotional communications,by clicking join now you accept promotional communications,610,By clicking Join now you accept promotional communications,by clicking join now you accept promotional communications
Misdirection,Pressured Selling,Save $148.98AUD – 49% Off,save <num> aud <num> off,423,Save $148.98AUD – 49% Off,save <num> aud <num> off
Misdirection,Trick Questions,Continue to keep your cashback reward going back may remove it,continue to keep your cashback reward going back may remove it,601,Continue to keep your cashback reward going back may remove it,continue to keep your cashback reward going back may remove it
Misdirection,Confirmshaming,No thanks I definitely measured correctly,no thanks i definitely measured correctly,376,No thanks I definitely measured correctly,no thanks i definitely measured correctly
Social Proof,Activity Notifications,72 Viewing This Product,<num> view this product,31,5 Viewing This Product,<num> view this product
Misdirection,Confirmshaming,"No thanks, I don't like to save",no thanks i don t like to save,309,"no thanks, I don't like to save",no thanks i don t like to save
Social Proof,Activity Notifications,Popular choice 31 users selected this today,popular choice <num> users selected this today,5,Popular choice 71 users selected this today,popular choice <num> users selected this today
Social Proof,Activity Notifications,"Someone in Madrid, Spain just bought",someone in madrid spain just bought,142,"Someone in Madrid, Spain just bought",someone in madrid spain just bought
Misdirection,Trick Questions,Your trial auto renews press Reserve to keep access,your trial auto renews press reserve to keep access,600,Your trial auto renews press Reserve to keep access,your trial auto renews press reserve to keep access
Misdirection,Pressured Selling,Optional priority support is included remove to proceed without it,optional priority support is included remove to proceed without it,447,Optional priority support is included remove to proceed without it,optional priority support is included remove to proceed without it
Social Proof,Activity Notifications,Hurry up! 22 people other than you have this product in their cart,hurry up <num> person other than you have this product in their cart,11,Hurry up! 6 people other than you have this product in their cart,hurry up <num> person other than you have this product in their cart
Social Proof,Activity Notifications,39 recently purchased it,<num> recent purchase it,7,12 recently purchased it.,<num> recent purchase it
Misdirection,Trick Questions,By clicking Reserve you accept promotional communications,by clicking reserve you accept promotional communications,609,By clicking Reserve you accept promotional communications,by clicking reserve you accept promotional communications
Misdirection,Pressured Selling,Your cloud storage includes extra storage unless removed,your cloud storage includes extra storage unless removed,432,Your cloud storage includes extra storage unless removed,your cloud storage includes extra storage unless removed
Social Proof,Activity Notifications,218 people have added this item to cart,<num> person have added this item to cart,3,17 people have added this item to cart,<num> person have added this item to cart
Social Proof,Activity Notifications,227 Bought Already,<num> bought already,198,227 Bought Already,<num> bought already
Misdirection,Trick Questions,Your trial auto renews press Join now to keep access,your trial auto renews press join now to keep access,575,Your trial auto renews press Join now to keep access,your trial auto renews press join now to keep access
Misdirection,Trick Questions,Your trial auto renews press Claim offer to keep access,your trial auto renews press claim offer to keep access,577,Your trial auto renews press Claim offer to keep access,your trial auto renews press claim offer to keep access
Misdirection,Pressured Selling,Continue with Monthly to keep recommended by experts,continue with monthly to keep recommended by experts,533,Continue with Monthly to keep recommended by experts,continue with monthly to keep recommended by experts
