String,Type,label,predicate
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,Not Dark Pattern,0,None
SHIPPING INFO,Not Dark Pattern,0,None
For Wife,Not Dark Pattern,0,None
Loyalty Points,Not Dark Pattern,0,None
Used Leica Cameras,Not Dark Pattern,0,None
Use the domain shortly after payment,Not Dark Pattern,0,None
Scarves & Snoods,Not Dark Pattern,0,None
Add to Wish List Add to Compare,Not Dark Pattern,0,None
Herbaceous oil rich in anti-aging polyphenols.,Not Dark Pattern,0,None
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
Men's Apparel Collection,Not Dark Pattern,0,None
Brass Shankh,Not Dark Pattern,0,None
"Leah Rich in Louisville, United States purchased a",Social Proof,1,Activity Notifications
COLLEGIATE,Not Dark Pattern,0,None
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Urgency,1,Limited-time Messages
Shotgun Bore Mops,Not Dark Pattern,0,None
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
Point & Shoots,Not Dark Pattern,0,None
Want to add one of these?,Misdirection,1,Pressured Selling
Books and Stationery,Not Dark Pattern,0,None
Show Cart,Not Dark Pattern,0,None
Estimated VAT overview,Not Dark Pattern,0,None
4 SEATS LEFT,Scarcity,1,Low-stock Messages
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,1,Activity Notifications
"No thanks, I'll pay full price",Misdirection,1,Confirmshaming
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Social Proof,1,Activity Notifications
Gift Wrapping Supplies,Not Dark Pattern,0,None
Kick those cravings,Not Dark Pattern,0,None
Vintage Fancy Red Bracelet Watch Women's,Not Dark Pattern,0,None
Wife,Not Dark Pattern,0,None
Recovery Best Sellers,Not Dark Pattern,0,None
Choose Type of Cookies You Accept Using,Not Dark Pattern,0,None
Don't leave without taking discount,Not Dark Pattern,0,None
Candy Melts,Not Dark Pattern,0,None
"No thanks, I'd like 0% off",Misdirection,1,Confirmshaming
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1,Activity Notifications
(Only 1 Left),Scarcity,1,Low-stock Messages
Your order is reserved for 07:28 minutes!,Urgency,1,Countdown Timers
Only 26 Left,Scarcity,1,Low-stock Messages
Strength & Functional Training,Not Dark Pattern,0,None
Engine Cooling System,Not Dark Pattern,0,None
View Alternatives,Not Dark Pattern,0,None
"NO, I DON'T FEEL LUCKY",Misdirection,1,Confirmshaming
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1,Countdown Timers
Availability: Only 4 Left!,Scarcity,1,Low-stock Messages
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,Limited-time Messages
STOCK IS GUARANTEED FOR 60 MINUTES,Urgency,1,Countdown Timers
LIMITED OFFER: $125 Off + 2 Free Pillows,Urgency,1,Limited-time Messages
Heat Mats & Strips,Not Dark Pattern,0,None
"› New Year, New Kit Sale",Not Dark Pattern,0,None
Personalised Gifts,Not Dark Pattern,0,None
OUR BEST SELLING GOGGLE,Misdirection,1,Pressured Selling
Temple Locks,Not Dark Pattern,0,None
Ribbons,Not Dark Pattern,0,None
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,Pressured Selling
Influencer Program,Not Dark Pattern,0,None
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,Countdown Timers
Free Shipping. Limited Time Only. for orders over $50,Urgency,1,Limited-time Messages
Hurry only 2 left,Scarcity,1,Low-stock Messages
Hydration,Not Dark Pattern,0,None
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Not Dark Pattern,0,None
Glows In The Dark,Not Dark Pattern,0,None
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",Not Dark Pattern,0,None
2 LEFT,Scarcity,1,Low-stock Messages
Protection Filters,Not Dark Pattern,0,None
Items reserved for 15:00,Urgency,1,Countdown Timers
Only 1 left in stock.,Scarcity,1,Low-stock Messages
Specialist Tools,Not Dark Pattern,0,None
Chargers,Not Dark Pattern,0,None
Fast Mover: 35 PEOPLE added this to cart today!,Social Proof,1,Activity Notifications
"No thanks, I don't like to save",Misdirection,1,Confirmshaming
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof,1,Activity Notifications
Tracksuit,Not Dark Pattern,0,None
Contact Lens Washer,Not Dark Pattern,0,None
Mallet E Speed Lace - Black/Silver,Not Dark Pattern,0,None
16 recently purchased it.,Social Proof,1,Activity Notifications
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,Countdown Timers
ONLY 11 LEFT,Scarcity,1,Low-stock Messages
Shop all,Not Dark Pattern,0,None
Custom Women's Apparel,Not Dark Pattern,0,None
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0,None
Latest looks from Myleene Klass Shop now,Not Dark Pattern,0,None
WANNA COLLAB?,Not Dark Pattern,0,None
"-- Preeti Shenoy, author of THE RULE BREAKERS",Not Dark Pattern,0,None
"No Thanks, I Don't Want To Save",Misdirection,1,Confirmshaming
about us,Not Dark Pattern,0,None
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,Limited-time Messages
Sale ends soon:,Urgency,1,Limited-time Messages
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0,None
Influencer Program,Not Dark Pattern,0,None
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,1,Activity Notifications
Select Occasion close,Not Dark Pattern,0,None
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,Urgency,1,Limited-time Messages
Baby Girl Shoes,Not Dark Pattern,0,None
Nursery,Not Dark Pattern,0,None
DEAL ENDS IN 40:55:13,Urgency,1,Countdown Timers
Ladies Flower Print Casual Fashion Dress,Not Dark Pattern,0,None
Cat's Eye Beads,Not Dark Pattern,0,None
"You choose: just one box, or a  Madison Reed Membership?",Misdirection,1,Pressured Selling
Hairy Chest T-Shirt And Shorts Combo,Not Dark Pattern,0,None
Add your favourites to cart,Not Dark Pattern,0,None
FOR THE ULTIMATE EXPERIENCE: (Can select more than one),Misdirection,1,Pressured Selling
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1,Countdown Timers
Point & Shoots,Not Dark Pattern,0,None
Netherlands Antilles USD,Not Dark Pattern,0,None
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Material: Made with Cordura fabric,Not Dark Pattern,0,None
Your cart is reserved for 09:35 minutes.,Urgency,1,Countdown Timers
92 customers bought this in the last 48 hours,Social Proof,1,Activity Notifications
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1,Confirmshaming
Recent searches,Not Dark Pattern,0,None
Boys Purple School Uniforms,Not Dark Pattern,0,None
"Hurry, before it is gone! Limited time remaining!",Urgency,1,Limited-time Messages
Hurry! Only 1 Pair left!,Scarcity,1,Low-stock Messages
Baby Bathtubs,Not Dark Pattern,0,None
"Edwin in Woodland Park, NJ just bought",Social Proof,1,Activity Notifications
Our Carbon Footprint,Not Dark Pattern,0,None
167 piece(s) left for this promo,Scarcity,1,Low-stock Messages
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",Not Dark Pattern,0,None
"No thanks, I don't want 15% off",Misdirection,1,Confirmshaming
24 sold in last 24 hours.,Social Proof,1,Activity Notifications
Motocross Boots,Not Dark Pattern,0,None
Irwin,Not Dark Pattern,0,None
Limited time - Free Shipping on all orders*,Urgency,1,Limited-time Messages
"Son in Suisun City, United States purchased Commander Lex",Social Proof,1,Activity Notifications
FLASH SALE | LIMITED TIME ONLY Shop Now,Urgency,1,Limited-time Messages
Packed with Super Citrimax,Not Dark Pattern,0,None
.,Not Dark Pattern,0,None
Why buy from us,Not Dark Pattern,0,None
105 pawrents are buying for their furkids now!,Social Proof,1,Activity Notifications
Limited Time Offer: 10% Off your first order!,Urgency,1,Limited-time Messages
Hurry! Only 4 left in stock.,Scarcity,1,Low-stock Messages
Traditional Snacks,Not Dark Pattern,0,None
Light Works,Not Dark Pattern,0,None
Stay in the Know,Not Dark Pattern,0,None
"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",Not Dark Pattern,0,None
96 ITEM(S) LEFT IN STOCK!,Scarcity,1,Low-stock Messages
異業合作 Cooperation,Not Dark Pattern,0,None
Home / Black Tapered Belted Cigarette Trousers - Myasia,Not Dark Pattern,0,None
Wallets,Not Dark Pattern,0,None
Plastic,Not Dark Pattern,0,None
only 2 left!,Scarcity,1,Low-stock Messages
2day 13:49:51 Left,Urgency,1,Countdown Timers
Subscribe & Save,Misdirection,1,Pressured Selling
Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy,Not Dark Pattern,0,None
"Bobby in Decatur, United States just purchased",Social Proof,1,Activity Notifications
Pro Boost Treatments,Not Dark Pattern,0,None
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,1,Limited-time Messages
Only 13 left!,Scarcity,1,Low-stock Messages
read you will want to read -- Five Book Group Favourites * Sunday Post *,Not Dark Pattern,0,None
02:06:40 left to buy,Urgency,1,Countdown Timers
Order by these dates to get it by Valentine's Day.*,Not Dark Pattern,0,None
View All Apartment,Not Dark Pattern,0,None
Orthopedic,Not Dark Pattern,0,None
LOGO BLACK,Not Dark Pattern,0,None
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1,Trick Questions
"No thanks, I’d rather pay more",Misdirection,1,Confirmshaming
"No thanks, I don't like winning.",Misdirection,1,Confirmshaming
Graduations,Not Dark Pattern,0,None
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,1,Countdown Timers
Your order is reserved for 08:53 minutes!,Urgency,1,Countdown Timers
Only 1 item left,Scarcity,1,Low-stock Messages
Covered all grays,Not Dark Pattern,0,None
6 customers have this in their basket,Social Proof,1,Activity Notifications
How/why the homepage uses cookies,Not Dark Pattern,0,None
"They look really good with my brown eyes, and they look pretty natural.",Not Dark Pattern,0,None
31 have it in their cart,Social Proof,1,Activity Notifications
Only 9 left!,Scarcity,1,Low-stock Messages
Adjustable Cuffs With Inner Knitted Cuff,Not Dark Pattern,0,None
Victoria Victoria Beckham,Not Dark Pattern,0,None
Warm Tips,Not Dark Pattern,0,None
Gold Refine by Color: Gold,Not Dark Pattern,0,None
"Nah, I'll pay full price",Misdirection,1,Confirmshaming
No thanks. I love chaos!,Misdirection,1,Confirmshaming
only 1 in stock,Scarcity,1,Low-stock Messages
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),Urgency,1,Limited-time Messages
Low Stock! Only 3 left.,Scarcity,1,Low-stock Messages
Someone in Spain purchased,Social Proof,1,Activity Notifications
Tretorn,Not Dark Pattern,0,None
"No thanks, I don't want the free gift.",Misdirection,1,Confirmshaming
Vintage Fancy Red Bracelet Watch Women's,Not Dark Pattern,0,None
Only 3 Left!,Scarcity,1,Low-stock Messages
"to resolve the issue, or",Not Dark Pattern,0,None
227 Bought Already,Social Proof,1,Activity Notifications
"Now 20% off, hurry limited time offer!",Urgency,1,Limited-time Messages
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,1,Limited-time Messages
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1,Activity Notifications
Moonstone Beads,Not Dark Pattern,0,None
Competitor Price: $172.00,Misdirection,1,Pressured Selling
Other Applications,Not Dark Pattern,0,None
We have 1 left in stock,Scarcity,1,Low-stock Messages
38 people are viewing this,Social Proof,1,Activity Notifications
Polycarbonate,Not Dark Pattern,0,None
help@postergully.com,Not Dark Pattern,0,None
"No Thanks, I'd Rather Pay Full Price",Misdirection,1,Confirmshaming
Kinky Curly Wigs,Not Dark Pattern,0,None
"Order now, only 2 left in stock!",Scarcity,1,Low-stock Messages
Terrarium Light Canopies,Not Dark Pattern,0,None
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,Pressured Selling
We curate the very best in creative and innovative fashion for the EDM Lifestyle.,Not Dark Pattern,0,None
How White Cloud Prevents E-Cig Sales to Minors Read More ➞,Not Dark Pattern,0,None
Code of Conduct,Not Dark Pattern,0,None
Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here.,Not Dark Pattern,0,None
mens long sleeve organic shirt,Not Dark Pattern,0,None
- +,Not Dark Pattern,0,None
Signup for email updates from Car and Truck Remotes!,Not Dark Pattern,0,None
Brushes + Tools,Not Dark Pattern,0,None
NRA Whittington Center Store,Not Dark Pattern,0,None
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu.,Not Dark Pattern,0,None
Work With More Buyers And Sellers?,Not Dark Pattern,0,None
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Urgency,1,Countdown Timers
Last one available,Scarcity,1,Low-stock Messages
Recommended,Not Dark Pattern,0,None
HURRY ONLY 1 ITEM LEFT!,Scarcity,1,Low-stock Messages
Custom Women's Apparel,Not Dark Pattern,0,None
"No Thanks, I don't want official software at the best price.",Misdirection,1,Confirmshaming
Buy with humm.,Not Dark Pattern,0,None
adidas Originals Stan Smith,Not Dark Pattern,0,None
NO THANKS,Misdirection,1,Confirmshaming
ONLY 14 LEFT AT THIS PRICE,Scarcity,1,Low-stock Messages
· Physical Healing,Not Dark Pattern,0,None
Hurry up! Only 4 left in stock,Scarcity,1,Low-stock Messages
Watch how its done,Not Dark Pattern,0,None
Women's ApparelCollection,Not Dark Pattern,0,None
This is how you can reject or delete your cookies,Not Dark Pattern,0,None
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Misdirection,1,Pressured Selling
"No Thanks, I Don't Like Exclusive Offers.",Misdirection,1,Confirmshaming
"No, I'll rather pay full price.",Misdirection,1,Confirmshaming
Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse,Not Dark Pattern,0,None
Allow All,Not Dark Pattern,0,None
What is a cookie?,Not Dark Pattern,0,None
Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing,Urgency,1,Countdown Timers
Search for similiar products,Not Dark Pattern,0,None
Trowels & Putty Knife,Not Dark Pattern,0,None
Flex Mount,Not Dark Pattern,0,None
xB Remotes,Not Dark Pattern,0,None
"Sponges, Mitts & Bath Brushes",Not Dark Pattern,0,None
PopGrip MagSafe Refine by Product Type: PopGrip MagSafe,Not Dark Pattern,0,None
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",Not Dark Pattern,0,None
Outdoor Recreation,Not Dark Pattern,0,None
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Social Proof,1,Activity Notifications
"No thanks, I want to pay full price",Misdirection,1,Confirmshaming
Your order is reserved for 09:57 minutes!,Urgency,1,Countdown Timers
Accessories Collection,Not Dark Pattern,0,None
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",Not Dark Pattern,0,None
ALL SALE,Not Dark Pattern,0,None
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",Scarcity,1,Low-stock Messages
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1,Activity Notifications
Free Shipping On Orders Over $49* - Limited Time Only,Urgency,1,Limited-time Messages
Hurry up! 22 people other than you have this product in their cart,Social Proof,1,Activity Notifications
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Social Proof,1,Activity Notifications
Case Material,Not Dark Pattern,0,None
₪ ILS,Not Dark Pattern,0,None
Hair Tools,Not Dark Pattern,0,None
Oxfords & Loafers,Not Dark Pattern,0,None
ONLY A FEW LEFT!,Scarcity,1,Low-stock Messages
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,1,Countdown Timers
ONLY 5 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
[new-troh-pick],Not Dark Pattern,0,None
Whoops!,Not Dark Pattern,0,None
Golf Remotes,Not Dark Pattern,0,None
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,Urgency,1,Limited-time Messages
ONLY 5 LEFT IN STOCK,Scarcity,1,Low-stock Messages
sales@scandinavianoutdoor.com,Not Dark Pattern,0,None
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,Urgency,1,Limited-time Messages
Certified Face Masks,Not Dark Pattern,0,None
Limited Time Promo $194.00,Urgency,1,Limited-time Messages
Over 38 bought,Social Proof,1,Activity Notifications
"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",Not Dark Pattern,0,None
Box Springs & Foundations,Not Dark Pattern,0,None
Awntech New Yorker Window/Entry Slope Awnin ...,Not Dark Pattern,0,None
"No thanks, I don’t like saving money.",Misdirection,1,Confirmshaming
Fashion Floral Short Sleeve Dress,Not Dark Pattern,0,None
Spring Sale Extended,Urgency,1,Limited-time Messages
Shoe Care,Not Dark Pattern,0,None
Only 2 items left,Scarcity,1,Low-stock Messages
Limited stock Only 2 left,Scarcity,1,Low-stock Messages
Musical Toys,Not Dark Pattern,0,None
I'll Shop Without A Discount,Misdirection,1,Confirmshaming
This size has only 1 left in stock,Scarcity,1,Low-stock Messages
$132.90 $99.00,Misdirection,1,Pressured Selling
Add to Cart,Not Dark Pattern,0,None
Performance Cookies,Not Dark Pattern,0,None
Frame out of stock in this colour,Not Dark Pattern,0,None
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Urgency,1,Limited-time Messages
Feedback,Not Dark Pattern,0,None
Only 11 Left In Stock,Scarcity,1,Low-stock Messages
Coin Necklace,Not Dark Pattern,0,None
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1,Limited-time Messages
"No thanks, I'll still want to pay full price",Misdirection,1,Confirmshaming
Highlight Hover,Not Dark Pattern,0,None
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0,None
"NO, I'D RATHER PAY FULL PRICE",Misdirection,1,Confirmshaming
Only 2 items left in stock.,Scarcity,1,Low-stock Messages
Only a few left,Scarcity,1,Low-stock Messages
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Social Proof,1,Activity Notifications
Summer Casual Printed Loosen Short Sleeve T-Shirt,Not Dark Pattern,0,None
"No thanks, I despise coupons!",Misdirection,1,Confirmshaming
24 sold in last 24 hours.,Social Proof,1,Activity Notifications
"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media.",Not Dark Pattern,0,None
"No, thanks. I'd rather pay full price.",Misdirection,1,Confirmshaming
Motocross Boots,Not Dark Pattern,0,None
Creators' Council,Not Dark Pattern,0,None
Gifts By Price,Not Dark Pattern,0,None
Muc-Off,Not Dark Pattern,0,None
Free Shipping*,Not Dark Pattern,0,None
Warm Tips,Not Dark Pattern,0,None
Jewelry and Watches,Not Dark Pattern,0,None
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,1,Countdown Timers
Personalize your doll,Misdirection,1,Confirmshaming
Colors,Not Dark Pattern,0,None
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
Other Items On Special Offer:,Misdirection,1,Pressured Selling
Price Guaranteed For DAYS/HRS/MINS/SECS,Urgency,1,Countdown Timers
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",Not Dark Pattern,0,None
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Urgency,1,Limited-time Messages
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1,Activity Notifications
Sprouting,Not Dark Pattern,0,None
Specs,Not Dark Pattern,0,None
"No Thanks, I prefer paying full price.",Misdirection,1,Confirmshaming
Sign up to stay up to date on all White Cloud news and savings!,Not Dark Pattern,0,None
Email Address,Not Dark Pattern,0,None
Let's make sure you have everything else you need,Misdirection,1,Pressured Selling
This offer is only VALID if you add to cart now!,Misdirection,1,Pressured Selling
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0,None
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,Not Dark Pattern,0,None
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,1,Activity Notifications
We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more.,Not Dark Pattern,0,None
This is a green tea without the bitterness.,Not Dark Pattern,0,None
3 people are looking at this item right now,Social Proof,1,Activity Notifications
WARNING! Only 5 left in stock!,Scarcity,1,Low-stock Messages
Limited Time Offer!,Urgency,1,Limited-time Messages
"NO THANKS, I'D RATHER PAY FULL PRICE",Misdirection,1,Confirmshaming
1044 sold in past 12 months,Social Proof,1,Activity Notifications
2 people are looking at this listing now,Social Proof,1,Activity Notifications
ONLY 13 LEFT,Scarcity,1,Low-stock Messages
"Due To HIGH Demand, Cart Expires In: 08:41",Urgency,1,Countdown Timers
Cropped Jeans,Not Dark Pattern,0,None
"Customize your phone with hundreds of grips, cases, wallets, and more.",Not Dark Pattern,0,None
SAA Oil & Acrylic Brushes,Not Dark Pattern,0,None
No thanks I definitely measured correctly,Misdirection,1,Confirmshaming
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,1,Limited-time Messages
Black Jeans,Not Dark Pattern,0,None
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Misdirection,1,Confirmshaming
• Recommended to be used with Downy for better long lasting freshness,Not Dark Pattern,0,None
Carports & Garages,Not Dark Pattern,0,None
and future features included!,Not Dark Pattern,0,None
"No thanks, I don't want any deals",Misdirection,1,Confirmshaming
Cross Body,Not Dark Pattern,0,None
"No thanks, I'll pay full price",Misdirection,1,Confirmshaming
Data Processor Privacy Policy: https://videoly.co/privacy-policy,Not Dark Pattern,0,None
FANSTASTIC DEALS,Misdirection,1,Pressured Selling
Add on something to make it extra special!,Misdirection,1,Pressured Selling
1 LEFT IN THIS SIZE,Scarcity,1,Low-stock Messages
PHX Mercury,Not Dark Pattern,0,None
Hurry! Only 2 left,Scarcity,1,Low-stock Messages
Lip Balms & Treatments,Not Dark Pattern,0,None
"No Thanks, I don't want a discount",Misdirection,1,Confirmshaming
"No, thanks. I don't like great deals.",Misdirection,1,Confirmshaming
Related Categories,Not Dark Pattern,0,None
Hurry! Limited Quantity Available.,Scarcity,1,Low-stock Messages
We only have few stocks left for this product. Please don't miss the chance.,Scarcity,1,Low-stock Messages
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Social Proof,1,Activity Notifications
Sweats,Not Dark Pattern,0,None
Compare at,Misdirection,1,Trick Questions
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,Urgency,1,Limited-time Messages
COLLEGIATE,Not Dark Pattern,0,None
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0,None
Charity Collection,Not Dark Pattern,0,None
Primary Arms Scopes,Not Dark Pattern,0,None
Less than 6 items left,Scarcity,1,Low-stock Messages
Blankets Throws,Not Dark Pattern,0,None
Sign up to our mailing list here and be the first to know about exclusive offers and events,Not Dark Pattern,0,None
1 in stock,Scarcity,1,Low-stock Messages
5 Viewing This Product,Social Proof,1,Activity Notifications
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Social Proof,1,Activity Notifications
Women's Acid Wash Scoopneck Sweater,Not Dark Pattern,0,None
View your order history,Not Dark Pattern,0,None
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,1,Activity Notifications
"No thanks, I'll be the last to know.",Misdirection,1,Confirmshaming
Hurry! Only 6 left in stock,Scarcity,1,Low-stock Messages
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Social Proof,1,Activity Notifications
"No thanks, I dont want a discount",Misdirection,1,Confirmshaming
Rare Book Conditions,Not Dark Pattern,0,None
🔥 2 people are looking right now,Social Proof,1,Activity Notifications
Submitted by Fermin Larracilla Pérez,Not Dark Pattern,0,None
"6,743 people have viewed recently",Social Proof,1,Activity Notifications
Please add products to see your site in action,Not Dark Pattern,0,None
I already have this item. Do not add this to cart,Misdirection,1,Trick Questions
MORE WAYS TO SHOP,Not Dark Pattern,0,None
"Michael in Pontiac, United States purchased a",Social Proof,1,Activity Notifications
"No, thanks. I don't like great deals.",Misdirection,1,Confirmshaming
Almost gone! Only 3 left In Stock,Scarcity,1,Low-stock Messages
Buy Tablets,Not Dark Pattern,0,None
Only 3 left in stock!,Scarcity,1,Low-stock Messages
Drawstring Backpacks,Not Dark Pattern,0,None
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Social Proof,1,Activity Notifications
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Scarcity,1,High-demand Messages
Free Shipping On Orders Over $49* - Limited Time Only,Urgency,1,Limited-time Messages
Only 1.75 yards left in stock!,Scarcity,1,Low-stock Messages
Build your own powerful multi-vendor marketplace website,Not Dark Pattern,0,None
"No thanks, I'd like 0% off",Misdirection,1,Confirmshaming
39 people have this in their cart,Social Proof,1,Activity Notifications
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,1,Countdown Timers
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1,Confirmshaming
only 7 pieces left,Scarcity,1,Low-stock Messages
If I emailed you how much I love each jersey you’d have an essay coming your way!,Not Dark Pattern,0,None
ONLY 7 LEFT!,Scarcity,1,Low-stock Messages
Only 3 left.,Scarcity,1,Low-stock Messages
Save $148.98AUD – 49% Off,Misdirection,1,Pressured Selling
Wyse Thin Client,Not Dark Pattern,0,None
Other Promotions,Not Dark Pattern,0,None
2 left in stock,Scarcity,1,Low-stock Messages
Switchers,Not Dark Pattern,0,None
00Days17Hours12Mins13Secs,Urgency,1,Countdown Timers
Want Free Shipping?,Misdirection,1,Trick Questions
No thanks I definitely measured correctly,Misdirection,1,Confirmshaming
Toddler Boy Underwear and Undershirts,Not Dark Pattern,0,None
